# Reference library (divisor): mut
# Comparison library (numerator): wt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	3952047	3952379	.	+	0	ID=cds-WP_011035142.1;Parent=gene-MM_RS16900;Dbxref=GenBank:WP_011035142.1,GeneID:1481594;Name=WP_011035142.1;Ontology_term=GO:0004519;gbkey=CDS;go_function=endonuclease activity|0004519||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035142.1;locus_tag=MM_RS16900;product=HNH endonuclease signature motif containing protein;protein_id=WP_011035142.1;transl_table=11	1.5	5.5	2.5	0	2.23176367758783	-0.0973286303782133	0.204580971246347	-0.475746252377572	0.634255165200818	NA
sense	NC_003901.1	Protein Homology	CDS	3952372	3955044	.	+	0	ID=cds-WP_048038166.1;Parent=gene-MM_RS16905;Dbxref=GenBank:WP_048038166.1,GeneID:1481595;Name=WP_048038166.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035143.1;locus_tag=MM_RS16905;product=DNA polymerase;protein_id=WP_048038166.1;transl_table=11	104.94999999999999	131.0	58.5	80.0	89.0980294764322	0.0278797477765893	0.250308373176638	0.111381602711768	0.911313748188691	0.955258847410444
sense	NC_003901.1	GeneMarkS-2+	CDS	3955121	3956464	.	+	0	ID=cds-WP_011035144.1;Parent=gene-MM_RS16910;Dbxref=GenBank:WP_011035144.1,GeneID:1481596;Name=WP_011035144.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS16910;product=hypothetical protein;protein_id=WP_011035144.1;transl_table=11	51.0	83.25	38.5	54.75	54.7399415206285	0.222211208546775	0.280957206970675	0.790907665059354	0.428997875148377	0.682219268630379
sense	NC_003901.1	GeneMarkS-2+	CDS	3957188	3957529	.	+	0	ID=cds-WP_011035145.1;Parent=gene-MM_RS16915;Dbxref=GenBank:WP_011035145.1,GeneID:1481597;Name=WP_011035145.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS16915;product=hypothetical protein;protein_id=WP_011035145.1;transl_table=11	422.83333333333337	517.0	112.0	353.0	314.920465440936	-0.267471308622937	0.229260475906663	-1.16666995287853	0.243343681530353	0.495725355437095
sense	NC_003901.1	Protein Homology	CDS	3958282	3959502	.	+	0	ID=cds-WP_011035146.1;Parent=gene-MM_RS16920;Dbxref=GenBank:WP_011035146.1,GeneID:1481598;Name=WP_011035146.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035146.1;locus_tag=MM_RS16920;product=hypothetical protein;protein_id=WP_011035146.1;transl_table=11	397.5	470.5	120.5	196.0	263.756645462162	-0.606792542357714	0.193754438758058	-3.13176072892666	0.0017376142324962	0.0157851392933326
sense	NC_003901.1	Protein Homology	CDS	3959693	3960196	.	-	0	ID=cds-WP_162829140.1;Parent=gene-MM_RS16925;Dbxref=GenBank:WP_162829140.1,GeneID:1481599;Name=WP_162829140.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023325.1;locus_tag=MM_RS16925;product=Holliday junction resolvase-like protein;protein_id=WP_162829140.1;transl_table=11	145.0	216.0	98.0	119.0	138.377556646125	0.0900336607073258	0.228244457000229	0.394461543078068	0.693240314445481	0.849957652506543
sense	NC_003901.1	Protein Homology	CDS	3960547	3961596	.	+	0	ID=cds-WP_226987646.1;Parent=gene-MM_RS16930;Dbxref=GenBank:WP_226987646.1,GeneID:1481600;Name=WP_226987646.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035148.1;locus_tag=MM_RS16930;product=hypothetical protein;protein_id=WP_226987646.1;transl_table=11	442.3333333333333	553.5	133.0	213.5	297.013094437848	-0.663028549143453	0.186843994159247	-3.5485676279129	0.000387332520180508	0.00475095205132801
sense	NC_003901.1	Protein Homology	CDS	3961597	3962523	.	+	0	ID=cds-WP_011035149.1;Parent=gene-MM_RS16935;Dbxref=GenBank:WP_011035149.1,GeneID:1481601;Name=WP_011035149.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035149.1;locus_tag=MM_RS16935;product=mechanosensitive ion channel family protein;protein_id=WP_011035149.1;transl_table=11	69.83333333333334	97.5	38.0	35.0	56.0044988209811	-0.24931889342628	0.286190400136319	-0.871164418189861	0.383664384992046	0.635143717068268
sense	NC_003901.1	Protein Homology	CDS	3962612	3963127	.	-	0	ID=cds-WP_011035150.1;Parent=gene-MM_RS16940;Dbxref=GenBank:WP_011035150.1,GeneID:1481602;Name=WP_011035150.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413174.1;locus_tag=MM_RS16940;product=DUF421 domain-containing protein;protein_id=WP_011035150.1;transl_table=11	516.0	800.0	392.0	509.25	537.998020474626	0.270557061762979	0.174366889210483	1.55165388903843	0.120745061421769	0.325073067704506
sense	NC_003901.1	Protein Homology	CDS	3963323	3964279	.	-	0	ID=cds-WP_011035151.1;Parent=gene-MM_RS16945;Dbxref=GenBank:WP_011035151.1,GeneID:1481603;Name=WP_011035151.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413175.1;locus_tag=MM_RS16945;product=mechanosensitive ion channel family protein;protein_id=WP_011035151.1;transl_table=11	83.0	113.0	62.0	63.5	78.8480414253887	0.167240704314547	0.264466172724012	0.632370872206305	0.527144562600752	0.75246785625705
sense	NC_003901.1	Protein Homology	CDS	3964659	3965393	.	+	0	ID=cds-WP_011035152.1;Parent=gene-MM_RS16950;Dbxref=GenBank:WP_011035152.1,GeneID:1481604;Name=WP_011035152.1;Ontology_term=GO:0006865,GO:0016020,GO:1902495;gbkey=CDS;go_component=membrane|0016020||IEA,transmembrane transporter complex|1902495||IEA;go_process=amino acid transport|0006865||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413176.1;locus_tag=MM_RS16950;product=AzlC family ABC transporter permease;protein_id=WP_011035152.1;transl_table=11	740.0	938.0	376.5	468.0	591.442525446609	-0.152126585040026	0.172003696429189	-0.884437882430355	0.376459880852131	0.630760157715933
sense	NC_003901.1	Protein Homology	CDS	3965459	3965797	.	+	0	ID=cds-WP_011035153.1;Parent=gene-MM_RS16955;Dbxref=GenBank:WP_011035153.1,GeneID:1481605;Name=WP_011035153.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035153.1;locus_tag=MM_RS16955;product=branched-chain amino acid transporter permease;protein_id=WP_011035153.1;transl_table=11	144.83333333333331	203.5	56.0	96.0	112.967969599586	-0.340153673805979	0.235989686852057	-1.441392114814	0.149473936677488	0.370286171335982
sense	NC_003901.1	Protein Homology	CDS	3965874	3966755	.	+	0	ID=cds-WP_015413177.1;Parent=gene-MM_RS16960;Dbxref=GenBank:WP_015413177.1,GeneID:1481606;Name=WP_015413177.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413177.1;locus_tag=MM_RS16960;product=4Fe-4S binding protein;protein_id=WP_015413177.1;transl_table=11	172.5	264.5	80.5	125.5	146.383569199832	-0.233426530582962	0.221510011984992	-1.05379674937121	0.291975982080222	0.54724318498208
sense	NC_003901.1	Protein Homology	CDS	3967003	3968208	.	-	0	ID=cds-WP_080503067.1-3;Parent=gene-MM_RS18105;Dbxref=GenBank:WP_080503067.1,GeneID:31474460;Name=WP_080503067.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076611572.1;locus_tag=MM_RS18105;product=ISH3-like element ISMma1 family transposase;protein_id=WP_080503067.1;transl_table=11	173.14285714285717	178.93333333333257	52.51666666666676	127.33333333333414	121.948035382148	-0.196926187445324	0.2461236534311	-0.80011077643316	0.423646618016918	0.675557168719244
sense	NC_003901.1	Protein Homology	CDS	3969684	3970031	.	-	0	ID=cds-WP_015413179.1;Parent=gene-MM_RS16970;Dbxref=GenBank:WP_015413179.1,GeneID:1481608;Name=WP_015413179.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413179.1;locus_tag=MM_RS16970;product=hypothetical protein;protein_id=WP_015413179.1;transl_table=11	2.0	6.0	1.0	3.0	2.60976908632143	-0.0283706403595752	0.225747251543718	-0.125674355570531	0.899989702182336	NA
sense	NC_003901.1	Protein Homology	CDS	3970546	3971604	.	-	0	ID=cds-WP_011035156.1;Parent=gene-MM_RS16975;Dbxref=GenBank:WP_011035156.1,GeneID:1481609;Name=WP_011035156.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035156.1;locus_tag=MM_RS16975;product=polymer-forming cytoskeletal protein;protein_id=WP_011035156.1;transl_table=11	228.03333333333333	292.75	117.0	149.5	184.883578250103	-0.126657703420504	0.210687071621768	-0.601165047506491	0.547730062005669	0.764036127759347
sense	NC_003901.1	Protein Homology	CDS	3971840	3972349	.	-	0	ID=cds-WP_015413181.1;Parent=gene-MM_RS16980;Dbxref=GenBank:WP_015413181.1,GeneID:1481610;Name=WP_015413181.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413181.1;locus_tag=MM_RS16980;product=nitroreductase family protein;protein_id=WP_015413181.1;transl_table=11	144.0	171.0	60.0	60.0	99.5696598168993	-0.446410737017678	0.254317168157769	-1.75533071656704	0.0792027553573922	0.251082235358712
sense	NC_003901.1	Protein Homology	CDS	3972548	3972970	.	-	0	ID=cds-WP_015413182.1;Parent=gene-MM_RS19330;Dbxref=GenBank:WP_015413182.1,GeneID:68225843;Name=WP_015413182.1;Ontology_term=GO:0006535,GO:0009001;gbkey=CDS;go_function=serine O-acetyltransferase activity|0009001||IEA;go_process=cysteine biosynthetic process from serine|0006535||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413182.1;locus_tag=MM_RS19330;product=serine O-acetyltransferase;protein_id=WP_015413182.1;transl_table=11	74.0	65.0	44.0	58.0	60.0999122880266	0.252205491938619	0.281470917338273	0.896026823387645	0.370238437420508	0.624885203783361
sense	NC_003901.1	Protein Homology	CDS	3973968	3974513	.	-	0	ID=cds-WP_011035159.1;Parent=gene-MM_RS16990;Dbxref=GenBank:WP_011035159.1,GeneID:1481612;Name=WP_011035159.1;Ontology_term=GO:0016730;gbkey=CDS;go_function=oxidoreductase activity%2C acting on iron-sulfur proteins as donors|0016730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035159.1;locus_tag=MM_RS16990;product=ferredoxin-thioredoxin reductase catalytic domain-containing protein;protein_id=WP_011035159.1;transl_table=11	238.5	364.0	100.2	171.0	197.028095572359	-0.309047428886936	0.206710239595158	-1.49507556806187	0.134894721352641	0.3501240669394
sense	NC_003901.1	Protein Homology	CDS	3974526	3974828	.	-	0	ID=cds-WP_011035160.1;Parent=gene-MM_RS16995;Dbxref=GenBank:WP_011035160.1,GeneID:1481613;Name=WP_011035160.1;Ontology_term=GO:0015036;gbkey=CDS;go_function=disulfide oxidoreductase activity|0015036||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035160.1;locus_tag=MM_RS16995;product=glutaredoxin family protein;protein_id=WP_011035160.1;transl_table=11	775.5	992.0	160.0	221.0	453.280748733707	-1.29055926276549	0.175625163162754	-7.34837331692338	2.00633492011556e-13	2.43017317198997e-11
sense	NC_003901.1	Protein Homology	CDS	3975022	3976500	.	-	0	ID=cds-WP_048037657.1;Parent=gene-MM_RS17000;Dbxref=GenBank:WP_048037657.1,GeneID:1481614;Name=WP_048037657.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413184.1;locus_tag=MM_RS17000;product=MFS transporter;protein_id=WP_048037657.1;transl_table=11	321.33333333333337	438.3333333333333	111.0	166.5	230.229015391007	-0.579563071435526	0.1973355738924	-2.93694167758896	0.00331466435239037	0.0257495740999466
sense	NC_003901.1	Protein Homology	CDS	3976694	3976813	.	+	0	ID=cds-WP_226987772.1;Parent=gene-MM_RS19660;Dbxref=GenBank:WP_226987772.1,GeneID:95969278;Name=WP_226987772.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF016757.5;locus_tag=MM_RS19660;product=PT domain-containing protein;protein_id=WP_226987772.1;transl_table=11	1.0	2.0	0	1.0	0.804177226937484	-0.0435684739932377	0.140511240122101	-0.310071094350727	0.756506893060125	NA
sense	NC_003901.1	GeneMarkS-2+	CDS	3977316	3977603	.	+	0	ID=cds-WP_226987647.1;Parent=gene-MM_RS18700;Dbxref=GenBank:WP_226987647.1,GeneID:43445888;Name=WP_226987647.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18700;product=hypothetical protein;protein_id=WP_226987647.1;transl_table=11	859.3333333333334	1125.5	580.0	590.8095238095237	764.618246879804	0.0909490034205498	0.187727247047083	0.484474176504272	0.62804938684209	0.819564505135086
sense	NC_003901.1	Protein Homology	CDS	3978243	3979367	.	+	0	ID=cds-WP_011035163.1;Parent=gene-MM_RS17010;Dbxref=GenBank:WP_011035163.1,GeneID:1481616;Name=WP_011035163.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413186.1;locus_tag=MM_RS17010;product=DUF21 domain-containing protein;protein_id=WP_011035163.1;transl_table=11	474.33333333333337	705.8750000000001	199.0	349.0	391.502184501622	-0.284944285653988	0.178073354119901	-1.60015116838945	0.109565052006646	0.308217938942964
sense	NC_003901.1	Protein Homology	CDS	3979486	3980796	.	+	0	ID=cds-WP_011035164.1;Parent=gene-MM_RS17015;Dbxref=GenBank:WP_011035164.1,GeneID:1481617;Name=WP_011035164.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035164.1;locus_tag=MM_RS17015;product=hemolysin family protein;protein_id=WP_011035164.1;transl_table=11	543.0	815.0	245.0	343.0	441.553570320801	-0.351618736528212	0.17478201225949	-2.0117558550944	0.0442456795118276	0.170135172408575
sense	NC_003901.1	Protein Homology	CDS	3980867	3982543	.	-	0	ID=cds-WP_011035165.1;Parent=gene-MM_RS17020;Dbxref=GenBank:WP_011035165.1,GeneID:1481618;Name=WP_011035165.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035165.1;locus_tag=MM_RS17020;product=SagB/ThcOx family dehydrogenase;protein_id=WP_011035165.1;transl_table=11	244.33333333333334	323.0833333333333	101.0	205.0	201.098708621009	-0.106947475184595	0.208757873021305	-0.512303912838204	0.608438327208717	0.808747241516113
sense	NC_003901.1	Protein Homology	CDS	3982690	3983232	.	-	0	ID=cds-WP_015413188.1;Parent=gene-MM_RS17025;Dbxref=GenBank:WP_015413188.1,GeneID:1481619;Name=WP_015413188.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413188.1;locus_tag=MM_RS17025;product=DJ-1/PfpI family protein;protein_id=WP_015413188.1;transl_table=11	35.0	42.0	12.0	14.0	23.0475364343289	-0.421918089922801	0.319929301999783	-1.31878539191477	0.187240869308701	NA
sense	NC_003901.1	Protein Homology	CDS	3983426	3984787	.	-	0	ID=cds-WP_015413189.1;Parent=gene-MM_RS17030;Dbxref=GenBank:WP_015413189.1,GeneID:1481620;Name=WP_015413189.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413189.1;locus_tag=MM_RS17030;product=TIGR00297 family protein;protein_id=WP_015413189.1;transl_table=11	1153.4166666666665	1524.0	586.0	869.0	968.609817595836	-0.0687484930071377	0.150854682018265	-0.455726611115815	0.648586583528883	0.827355379596063
sense	NC_003901.1	Protein Homology	CDS	3985239	3986687	.	+	0	ID=cds-WP_048045978.1;Parent=gene-MM_RS17035;Dbxref=GenBank:WP_048045978.1,GeneID:1481621;Name=WP_048045978.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413190.1;locus_tag=MM_RS17035;product=dihydrolipoyl dehydrogenase;protein_id=WP_048045978.1;transl_table=11	69.0	64.0	30.0	38.5	47.7729156811582	-0.124874878605708	0.293048551725406	-0.426123513903999	0.670017847053649	NA
sense	NC_003901.1	Protein Homology	CDS	3986979	3989591	.	-	0	ID=cds-WP_048045981.1;Parent=gene-MM_RS18705;Dbxref=GenBank:WP_048045981.1,GeneID:43445889;Name=WP_048045981.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022355.1;locus_tag=MM_RS18705;product=disaggregatase related repeat-containing protein;protein_id=WP_048045981.1;transl_table=11	386.3333333333333	569.0	182.5	285.16666666666663	326.331564350939	-0.203588094500104	0.182214051977926	-1.11730183424474	0.263865291493284	0.516935894293728
sense	NC_003901.1	Protein Homology	CDS	3990310	3991158	.	-	0	ID=cds-WP_011035170.1;Parent=gene-MM_RS17045;Dbxref=GenBank:WP_011035170.1,GeneID:1481623;Name=WP_011035170.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035170.1;locus_tag=MM_RS17045;product=class I SAM-dependent methyltransferase;protein_id=WP_011035170.1;transl_table=11	309.0	346.5	105.0	159.0	208.427784982846	-0.463096157392479	0.206113200257724	-2.2468049441444	0.0246524956577469	0.111801567670936
sense	NC_003901.1	Protein Homology	CDS	3991419	3993359	.	-	0	ID=cds-WP_011035171.1;Parent=gene-MM_RS17050;Dbxref=GenBank:WP_011035171.1,GeneID:1481624;Name=WP_011035171.1;Ontology_term=GO:0006139,GO:0003676,GO:0004386,GO:0005524,GO:0016818;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA;go_process=nucleobase-containing compound metabolic process|0006139||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035171.1;locus_tag=MM_RS17050;product=helicase C-terminal domain-containing protein;protein_id=WP_011035171.1;transl_table=11	270.0	402.0	120.0	217.0	230.542566442345	-0.181423653898099	0.199448821875734	-0.909625096763592	0.363020258509995	0.619425682298089
sense	NC_003901.1	Protein Homology	CDS	3993610	3994035	.	+	0	ID=cds-WP_011035172.1;Parent=gene-MM_RS17055;Dbxref=GenBank:WP_011035172.1,GeneID:1481625;Name=WP_011035172.1;Ontology_term=GO:0006796,GO:0000287,GO:0004427,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=magnesium ion binding|0000287||IEA,inorganic diphosphate phosphatase activity|0004427||IEA;go_process=phosphate-containing compound metabolic process|0006796||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035172.1;locus_tag=MM_RS17055;product=inorganic diphosphatase;protein_id=WP_011035172.1;transl_table=11	67.0	79.0	23.0	49.0	49.7676693000419	-0.189656954358916	0.288329141034327	-0.657779347861118	0.510679926765882	0.74227327355421
sense	NC_003901.1	Protein Homology	CDS	3994312	3995451	.	+	0	ID=cds-WP_011035173.1;Parent=gene-MM_RS17060;Dbxref=GenBank:WP_011035173.1,GeneID:1481626;Name=WP_011035173.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035173.1;locus_tag=MM_RS17060;product=TIGR04083 family peptide-modifying radical SAM enzyme;protein_id=WP_011035173.1;transl_table=11	322.75	442.625	159.5	277.125	281.079700176985	-0.0178774928416413	0.187784486000885	-0.0952021821523484	0.924154236754781	0.961076709385423
sense	NC_003901.1	Protein Homology	CDS	3995640	3996818	.	+	0	ID=cds-WP_011035174.1;Parent=gene-MM_RS17065;Dbxref=GenBank:WP_011035174.1,GeneID:1481627;Name=WP_011035174.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035174.1;locus_tag=MM_RS17065;product=metallophosphoesterase;protein_id=WP_011035174.1;transl_table=11	351.0	454.5	238.0	319.5	332.596494959985	0.262814933332997	0.183236450556679	1.43429395480297	0.151488394702224	0.373517186937544
sense	NC_003901.1	Protein Homology	CDS	3996944	3997315	.	+	0	ID=cds-WP_011035175.1;Parent=gene-MM_RS17070;Dbxref=GenBank:WP_011035175.1,GeneID:1481628;Name=WP_011035175.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035175.1;locus_tag=MM_RS17070;product=hypothetical protein;protein_id=WP_011035175.1;transl_table=11	275.0	386.5	151.5	301.0	264.479696804961	0.206357389949752	0.196036017229297	1.05265038979231	0.292501253608866	0.547521664031534
sense	NC_003901.1	GeneMarkS-2+	CDS	3997515	3997673	.	+	0	ID=cds-WP_015413193.1;Parent=gene-MM_RS17075;Dbxref=GenBank:WP_015413193.1,GeneID:24772111;Name=WP_015413193.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS17075;product=hypothetical protein;protein_id=WP_015413193.1;transl_table=11	68.0	102.0	43.0	65.0	66.2101023917931	0.123588185082788	0.268374760790438	0.46050599064825	0.645153072518192	0.823912023659508
sense	NC_003901.1	Protein Homology	CDS	3998045	3998629	.	-	0	ID=cds-WP_226987648.1;Parent=gene-MM_RS19335;Dbxref=GenBank:WP_226987648.1,GeneID:68225844;Name=WP_226987648.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413194.1;locus_tag=MM_RS19335;product=PEF-CTERM sorting domain-containing protein;protein_id=WP_226987648.1;transl_table=11	476.2	729.5	458.0	469.0	534.784909234577	0.44528003234951	0.19539745678137	2.2788425176267	0.0226764284448107	0.105304117394672
sense	NC_003901.1	Protein Homology	CDS	3999805	4000392	.	+	0	ID=cds-WP_011035177.1;Parent=gene-MM_RS17085;Dbxref=GenBank:WP_011035177.1,GeneID:1481630;Name=WP_011035177.1;Ontology_term=GO:0010181,GO:0016646;gbkey=CDS;go_function=FMN binding|0010181||IEA,oxidoreductase activity%2C acting on the CH-NH group of donors%2C NAD or NADP as acceptor|0016646||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035177.1;locus_tag=MM_RS17085;product=flavin reductase family protein;protein_id=WP_011035177.1;transl_table=11	741.0	925.0	751.0	692.0	804.043480773749	0.594679751387107	0.200007393040761	2.97328884870728	0.00294627043729123	0.0238124368521719
sense	NC_003901.1	Protein Homology	CDS	4000507	4002519	.	-	0	ID=cds-WP_011035178.1;Parent=gene-MM_RS17090;Dbxref=GenBank:WP_011035178.1,GeneID:1481631;Name=WP_011035178.1;Ontology_term=GO:0006289,GO:0003677,GO:0005515,GO:0005524,GO:0016787,GO:0016887,GO:0009380;gbkey=CDS;gene=uvrB;go_component=excinuclease repair complex|0009380||IEA;go_function=DNA binding|0003677||IEA,protein binding|0005515||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA,ATP hydrolysis activity|0016887||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023255.1;locus_tag=MM_RS17090;product=excinuclease ABC subunit UvrB;protein_id=WP_011035178.1;transl_table=11	746.0833333333334	1124.0	329.0	430.0	593.291757129206	-0.429559090444834	0.170647810320996	-2.51722591480555	0.0118282959055392	0.0666373182120204
sense	NC_003901.1	Protein Homology	CDS	4002602	4004173	.	-	0	ID=cds-WP_011035179.1;Parent=gene-MM_RS17095;Dbxref=GenBank:WP_011035179.1,GeneID:1481632;Name=WP_011035179.1;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrC;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035179.1;locus_tag=MM_RS17095;product=excinuclease ABC subunit UvrC;protein_id=WP_011035179.1;transl_table=11	376.7	533.5	124.0	217.83333333333334	277.00649102245	-0.561724994995606	0.19050921588228	-2.94854499502381	0.00319273658886411	0.0250169414119352
sense	NC_003901.1	Protein Homology	CDS	4004365	4007352	.	-	0	ID=cds-WP_011035180.1;Parent=gene-MM_RS17100;Dbxref=GenBank:WP_011035180.1,GeneID:1481633;Name=WP_011035180.1;Ontology_term=GO:0006289,GO:0003677,GO:0005524,GO:0016887;gbkey=CDS;gene=uvrA;go_function=DNA binding|0003677||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035180.1;locus_tag=MM_RS17100;product=excinuclease ABC subunit UvrA;protein_id=WP_011035180.1;transl_table=11	613.5	968.6000000000001	223.0	348.0	474.047193802677	-0.603101738966902	0.174025085159839	-3.46560232056755	0.000529045175391002	0.00615173729944657
sense	NC_003901.1	Protein Homology	CDS	4008457	4008780	.	-	0	ID=cds-WP_011035181.1;Parent=gene-MM_RS17105;Dbxref=GenBank:WP_011035181.1,GeneID:1481634;Name=WP_011035181.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035181.1;locus_tag=MM_RS17105;product=DsrE family protein;protein_id=WP_011035181.1;transl_table=11	82.0	92.0	41.0	70.0	68.1241490595034	0.0994811376354875	0.267819292342194	0.371448736069319	0.710303331658681	0.857496588509878
sense	NC_003901.1	Protein Homology	CDS	4008936	4009808	.	+	0	ID=cds-WP_226987649.1;Parent=gene-MM_RS17110;Dbxref=GenBank:WP_226987649.1,GeneID:1481635;Name=WP_226987649.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035182.1;locus_tag=MM_RS17110;product=epoxyqueuosine reductase;protein_id=WP_226987649.1;transl_table=11	207.0	283.0	98.0	179.0	178.499400936394	-0.0341315334469114	0.210392533304834	-0.162227874301313	0.871126410019391	0.939596732105137
sense	NC_003901.1	Protein Homology	CDS	4010057	4011073	.	+	0	ID=cds-WP_137726730.1;Parent=gene-MM_RS18715;Dbxref=GenBank:WP_137726730.1,GeneID:43445891;Name=WP_137726730.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF016362.5;locus_tag=MM_RS18715;product=restriction endonuclease;protein_id=WP_137726730.1;transl_table=11	263.0	364.0	190.0	308.0	275.910375964205	0.42327678461437	0.187200405842962	2.26108903294498	0.023753744365418	0.108572539104198
sense	NC_003901.1	Protein Homology	CDS	4011184	4013955	.	-	0	ID=cds-WP_011035184.1;Parent=gene-MM_RS17120;Dbxref=GenBank:WP_011035184.1,GeneID:1481637;Name=WP_011035184.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035184.1;locus_tag=MM_RS17120;product=PAS domain S-box protein;protein_id=WP_011035184.1;transl_table=11	610.4166666666667	821.6666666666667	306.0	485.0	519.988010063768	-0.0531283834406924	0.164505580475939	-0.322957940314146	0.74672709535291	0.877382434549268
sense	NC_003901.1	Protein Homology	CDS	4014377	4014568	.	+	0	ID=cds-WP_011035185.1;Parent=gene-MM_RS17125;Dbxref=GenBank:WP_011035185.1,GeneID:1481638;Name=WP_011035185.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035185.1;locus_tag=MM_RS17125;product=hypothetical protein;protein_id=WP_011035185.1;transl_table=11	407.5	658.5	212.0	460.5	404.123627822821	0.0979514019148374	0.193402997055879	0.506462688820364	0.612531876077753	0.809779733737296
