Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1	mut_R2	wt_R1	wt_R2
sense	NC_003901.1	Protein Homology	CDS	3965459	3965797	.	+	0	ID=cds-WP_011035153.1;Parent=gene-MM_RS16955;Dbxref=GenBank:WP_011035153.1,GeneID:1481605;Name=WP_011035153.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035153.1;locus_tag=MM_RS16955;product=branched-chain amino acid transporter permease;protein_id=WP_011035153.1;transl_table=11	75.60514655984926	92.09513742675131	45.34035661286741	62.33992471020273
sense	NC_003901.1	Protein Homology	CDS	3965874	3966755	.	+	0	ID=cds-WP_015413177.1;Parent=gene-MM_RS16960;Dbxref=GenBank:WP_015413177.1,GeneID:1481606;Name=WP_015413177.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413177.1;locus_tag=MM_RS16960;product=4Fe-4S binding protein;protein_id=WP_015413177.1;transl_table=11	34.61011529362537	46.00754675791767	25.050932575859353	31.323470885690902
sense	NC_003901.1	Protein Homology	CDS	3967003	3968208	.	-	0	ID=cds-WP_080503067.1-3;Parent=gene-MM_RS18105;Dbxref=GenBank:WP_080503067.1,GeneID:31474460;Name=WP_080503067.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076611572.1;locus_tag=MM_RS18105;product=ISH3-like element ISMma1 family transposase;protein_id=WP_080503067.1;transl_table=11	25.40620533429528	22.7622888183441	11.95216136330804	23.242858537526153
sense	NC_003901.1	Protein Homology	CDS	3969684	3970031	.	-	0	ID=cds-WP_015413179.1;Parent=gene-MM_RS16970;Dbxref=GenBank:WP_015413179.1,GeneID:1481608;Name=WP_015413179.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413179.1;locus_tag=MM_RS16970;product=hypothetical protein;protein_id=WP_015413179.1;transl_table=11	1.0170288751949883	2.6451115468667874	0.7887100211290051	1.8977401649388224
sense	NC_003901.1	Protein Homology	CDS	3970546	3971604	.	-	0	ID=cds-WP_011035156.1;Parent=gene-MM_RS16975;Dbxref=GenBank:WP_011035156.1,GeneID:1481609;Name=WP_011035156.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035156.1;locus_tag=MM_RS16975;product=polymer-forming cytoskeletal protein;protein_id=WP_011035156.1;transl_table=11	38.105258077631454	42.41045468368708	30.324001152302714	31.07706321092451
sense	NC_003901.1	Protein Homology	CDS	3971840	3972349	.	-	0	ID=cds-WP_015413181.1;Parent=gene-MM_RS16980;Dbxref=GenBank:WP_015413181.1,GeneID:1481610;Name=WP_015413181.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413181.1;locus_tag=MM_RS16980;product=nitroreductase family protein;protein_id=WP_015413181.1;transl_table=11	49.96603038605025	51.43963984671529	32.29071615916398	25.898571662694515
sense	NC_003901.1	Protein Homology	CDS	3972548	3972970	.	-	0	ID=cds-WP_015413182.1;Parent=gene-MM_RS19330;Dbxref=GenBank:WP_015413182.1,GeneID:68225843;Name=WP_015413182.1;Ontology_term=GO:0006535,GO:0009001;gbkey=CDS;go_function=serine O-acetyltransferase activity|0009001||IEA;go_process=cysteine biosynthetic process from serine|0006535||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413182.1;locus_tag=MM_RS19330;product=serine O-acetyltransferase;protein_id=WP_015413182.1;transl_table=11	30.9580704421056	23.574634826685077	28.550184027251362	30.18438730427517
sense	NC_003901.1	Protein Homology	CDS	3973968	3974513	.	-	0	ID=cds-WP_011035159.1;Parent=gene-MM_RS16990;Dbxref=GenBank:WP_011035159.1,GeneID:1481612;Name=WP_011035159.1;Ontology_term=GO:0016730;gbkey=CDS;go_function=oxidoreductase activity%2C acting on iron-sulfur proteins as donors|0016730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035159.1;locus_tag=MM_RS16990;product=ferredoxin-thioredoxin reductase catalytic domain-containing protein;protein_id=WP_011035159.1;transl_table=11	77.29978258556194	102.2776464788491	50.36996877794864	68.94427456360161
sense	NC_003901.1	Protein Homology	CDS	3974526	3974828	.	-	0	ID=cds-WP_011035160.1;Parent=gene-MM_RS16995;Dbxref=GenBank:WP_011035160.1,GeneID:1481613;Name=WP_011035160.1;Ontology_term=GO:0015036;gbkey=CDS;go_function=disulfide oxidoreductase activity|0015036||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035160.1;locus_tag=MM_RS16995;product=glutaredoxin family protein;protein_id=WP_011035160.1;transl_table=11	452.920215617776	502.2743827080115	144.93522764509243	160.56259692531899
sense	NC_003901.1	Protein Homology	CDS	3975022	3976500	.	-	0	ID=cds-WP_048037657.1;Parent=gene-MM_RS17000;Dbxref=GenBank:WP_048037657.1,GeneID:1481614;Name=WP_048037657.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413184.1;locus_tag=MM_RS17000;product=MFS transporter;protein_id=WP_048037657.1;transl_table=11	38.44767983090074	45.468257308886606	20.599249963604606	24.782253918612856
sense	NC_003901.1	Protein Homology	CDS	3976694	3976813	.	+	0	ID=cds-WP_226987772.1;Parent=gene-MM_RS19660;Dbxref=GenBank:WP_226987772.1,GeneID:95969278;Name=WP_226987772.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF016757.5;locus_tag=MM_RS19660;product=PT domain-containing protein;protein_id=WP_226987772.1;transl_table=11	1.474691869032733	2.5569411619712277	0.0	1.8344821594408616
sense	NC_003901.1	GeneMarkS-2+	CDS	3977316	3977603	.	+	0	ID=cds-WP_226987647.1;Parent=gene-MM_RS18700;Dbxref=GenBank:WP_226987647.1,GeneID:43445888;Name=WP_226987647.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18700;product=hypothetical protein;protein_id=WP_226987647.1;transl_table=11	528.0216164397758	599.5494328747119	552.7542731412444	451.5956379401342
sense	NC_003901.1	Protein Homology	CDS	3978243	3979367	.	+	0	ID=cds-WP_011035163.1;Parent=gene-MM_RS17010;Dbxref=GenBank:WP_011035163.1,GeneID:1481616;Name=WP_011035163.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413186.1;locus_tag=MM_RS17010;product=DUF21 domain-containing protein;protein_id=WP_011035163.1;transl_table=11	74.6128543869717	96.26031161101017	48.55088567397855	68.29165585545181
sense	NC_003901.1	Protein Homology	CDS	3979486	3980796	.	+	0	ID=cds-WP_011035164.1;Parent=gene-MM_RS17015;Dbxref=GenBank:WP_011035164.1,GeneID:1481617;Name=WP_011035164.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035164.1;locus_tag=MM_RS17015;product=hemolysin family protein;protein_id=WP_011035164.1;transl_table=11	73.29589792995644	95.37332022913276	51.29322379973988	57.595183587022014
sense	NC_003901.1	Protein Homology	CDS	3980867	3982543	.	-	0	ID=cds-WP_011035165.1;Parent=gene-MM_RS17020;Dbxref=GenBank:WP_011035165.1,GeneID:1481618;Name=WP_011035165.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035165.1;locus_tag=MM_RS17020;product=SagB/ThcOx family dehydrogenase;protein_id=WP_011035165.1;transl_table=11	25.78292522363729	29.556532155523104	16.53045904749092	26.910113966753247
sense	NC_003901.1	Protein Homology	CDS	3982690	3983232	.	-	0	ID=cds-WP_015413188.1;Parent=gene-MM_RS17025;Dbxref=GenBank:WP_015413188.1,GeneID:1481619;Name=WP_015413188.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413188.1;locus_tag=MM_RS17025;product=DJ-1/PfpI family protein;protein_id=WP_015413188.1;transl_table=11	11.406456445557051	11.866467271026693	6.065659389014227	5.675745907662334
sense	NC_003901.1	Protein Homology	CDS	3983426	3984787	.	-	0	ID=cds-WP_015413189.1;Parent=gene-MM_RS17030;Dbxref=GenBank:WP_015413189.1,GeneID:1481620;Name=WP_015413189.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413189.1;locus_tag=MM_RS17030;product=TIGR00297 family protein;protein_id=WP_015413189.1;transl_table=11	149.86204228547766	171.66424364952206	118.09108457327149	140.4550657756924
sense	NC_003901.1	Protein Homology	CDS	3985239	3986687	.	+	0	ID=cds-WP_048045978.1;Parent=gene-MM_RS17035;Dbxref=GenBank:WP_048045978.1,GeneID:1481621;Name=WP_048045978.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413190.1;locus_tag=MM_RS17035;product=dihydrolipoyl dehydrogenase;protein_id=WP_048045978.1;transl_table=11	8.426810680187046	6.776158772925821	5.682631208134447	5.849073551840428
sense	NC_003901.1	Protein Homology	CDS	3986979	3989591	.	-	0	ID=cds-WP_048045981.1;Parent=gene-MM_RS18705;Dbxref=GenBank:WP_048045981.1,GeneID:43445889;Name=WP_048045981.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022355.1;locus_tag=MM_RS18705;product=disaggregatase related repeat-containing protein;protein_id=WP_048045981.1;transl_table=11	26.164070052949675	33.40756650198917	19.16990946877272	24.024485073121422
sense	NC_003901.1	Protein Homology	CDS	3990310	3991158	.	-	0	ID=cds-WP_011035170.1;Parent=gene-MM_RS17045;Dbxref=GenBank:WP_011035170.1,GeneID:1481623;Name=WP_011035170.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035170.1;locus_tag=MM_RS17045;product=class I SAM-dependent methyltransferase;protein_id=WP_011035170.1;transl_table=11	64.40703710687131	62.61343552106222	33.945187481806656	41.22723156905965
sense	NC_003901.1	Protein Homology	CDS	3991419	3993359	.	-	0	ID=cds-WP_011035171.1;Parent=gene-MM_RS17050;Dbxref=GenBank:WP_011035171.1,GeneID:1481624;Name=WP_011035171.1;Ontology_term=GO:0006139,GO:0003676,GO:0004386,GO:0005524,GO:0016818;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA;go_process=nucleobase-containing compound metabolic process|0006139||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035171.1;locus_tag=MM_RS17050;product=helicase C-terminal domain-containing protein;protein_id=WP_011035171.1;transl_table=11	24.61618575819709	31.7740447329964	16.96884620419745	24.610981675342625
sense	NC_003901.1	Protein Homology	CDS	3993610	3994035	.	+	0	ID=cds-WP_011035172.1;Parent=gene-MM_RS17055;Dbxref=GenBank:WP_011035172.1,GeneID:1481625;Name=WP_011035172.1;Ontology_term=GO:0006796,GO:0000287,GO:0004427,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=magnesium ion binding|0000287||IEA,inorganic diphosphate phosphatase activity|0004427||IEA;go_process=phosphate-containing compound metabolic process|0006796||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035172.1;locus_tag=MM_RS17055;product=inorganic diphosphatase;protein_id=WP_011035172.1;transl_table=11	27.83221273949102	28.45047208390521	14.818861523747787	25.321021355662598
sense	NC_003901.1	Protein Homology	CDS	3994312	3995451	.	+	0	ID=cds-WP_011035173.1;Parent=gene-MM_RS17060;Dbxref=GenBank:WP_011035173.1,GeneID:1481626;Name=WP_011035173.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035173.1;locus_tag=MM_RS17060;product=TIGR04083 family peptide-modifying radical SAM enzyme;protein_id=WP_011035173.1;transl_table=11	50.10071586634891	59.56663588513235	38.401875818233826	53.513775624741974
sense	NC_003901.1	Protein Homology	CDS	3995640	3996818	.	+	0	ID=cds-WP_011035174.1;Parent=gene-MM_RS17065;Dbxref=GenBank:WP_011035174.1,GeneID:1481627;Name=WP_011035174.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035174.1;locus_tag=MM_RS17065;product=metallophosphoesterase;protein_id=WP_011035174.1;transl_table=11	52.68364845094039	59.14146351734977	55.406377260380594	59.65567938334405
sense	NC_003901.1	Protein Homology	CDS	3996944	3997315	.	+	0	ID=cds-WP_011035175.1;Parent=gene-MM_RS17070;Dbxref=GenBank:WP_011035175.1,GeneID:1481628;Name=WP_011035175.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035175.1;locus_tag=MM_RS17070;product=hypothetical protein;protein_id=WP_011035175.1;transl_table=11	130.81943999483923	159.39641275836766	111.7805638009769	178.12229999732236
sense	NC_003901.1	GeneMarkS-2+	CDS	3997515	3997673	.	+	0	ID=cds-WP_015413193.1;Parent=gene-MM_RS17075;Dbxref=GenBank:WP_015413193.1,GeneID:24772111;Name=WP_015413193.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS17075;product=hypothetical protein;protein_id=WP_015413193.1;transl_table=11	75.68229969375535	98.41811264945858	74.22802991304675	89.99346442540076
sense	NC_003901.1	Protein Homology	CDS	3998045	3998629	.	-	0	ID=cds-WP_226987648.1;Parent=gene-MM_RS19335;Dbxref=GenBank:WP_226987648.1,GeneID:68225844;Name=WP_226987648.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413194.1;locus_tag=MM_RS19335;product=PEF-CTERM sorting domain-containing protein;protein_id=WP_226987648.1;transl_table=11	144.05092677607948	191.3116489905652	214.88505642329122	176.48659133902854
sense	NC_003901.1	Protein Homology	CDS	3999805	4000392	.	+	0	ID=cds-WP_011035177.1;Parent=gene-MM_RS17085;Dbxref=GenBank:WP_011035177.1,GeneID:1481630;Name=WP_011035177.1;Ontology_term=GO:0010181,GO:0016646;gbkey=CDS;go_function=FMN binding|0010181||IEA,oxidoreductase activity%2C acting on the CH-NH group of donors%2C NAD or NADP as acceptor|0016646||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035177.1;locus_tag=MM_RS17085;product=flavin reductase family protein;protein_id=WP_011035177.1;transl_table=11	223.00952550066432	241.34393620646793	350.5574602075225	259.07380700675026
sense	NC_003901.1	Protein Homology	CDS	4000507	4002519	.	-	0	ID=cds-WP_011035178.1;Parent=gene-MM_RS17090;Dbxref=GenBank:WP_011035178.1,GeneID:1481631;Name=WP_011035178.1;Ontology_term=GO:0006289,GO:0003677,GO:0005515,GO:0005524,GO:0016787,GO:0016887,GO:0009380;gbkey=CDS;gene=uvrB;go_component=excinuclease repair complex|0009380||IEA;go_function=DNA binding|0003677||IEA,protein binding|0005515||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA,ATP hydrolysis activity|0016887||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023255.1;locus_tag=MM_RS17090;product=excinuclease ABC subunit UvrB;protein_id=WP_011035178.1;transl_table=11	65.58825784128197	85.66324488988555	44.858910948386516	47.02398381875234
sense	NC_003901.1	Protein Homology	CDS	4002602	4004173	.	-	0	ID=cds-WP_011035179.1;Parent=gene-MM_RS17095;Dbxref=GenBank:WP_011035179.1,GeneID:1481632;Name=WP_011035179.1;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrC;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035179.1;locus_tag=MM_RS17095;product=excinuclease ABC subunit UvrC;protein_id=WP_011035179.1;transl_table=11	42.40583412707103	52.06595839357443	21.650391114350402	30.5046842543156
sense	NC_003901.1	Protein Homology	CDS	4004365	4007352	.	-	0	ID=cds-WP_011035180.1;Parent=gene-MM_RS17100;Dbxref=GenBank:WP_011035180.1,GeneID:1481633;Name=WP_011035180.1;Ontology_term=GO:0006289,GO:0003677,GO:0005524,GO:0016887;gbkey=CDS;gene=uvrA;go_function=DNA binding|0003677||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035180.1;locus_tag=MM_RS17100;product=excinuclease ABC subunit UvrA;protein_id=WP_011035180.1;transl_table=11	36.334275568336615	49.73199215833999	20.48428797847902	25.638545842787945
sense	NC_003901.1	Protein Homology	CDS	4008457	4008780	.	-	0	ID=cds-WP_011035181.1;Parent=gene-MM_RS17105;Dbxref=GenBank:WP_011035181.1,GeneID:1481634;Name=WP_011035181.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035181.1;locus_tag=MM_RS17105;product=DsrE family protein;protein_id=WP_011035181.1;transl_table=11	44.78693824469782	43.56270127802833	34.732452411940265	47.56064857809641
sense	NC_003901.1	Protein Homology	CDS	4008936	4009808	.	+	0	ID=cds-WP_226987649.1;Parent=gene-MM_RS17110;Dbxref=GenBank:WP_226987649.1,GeneID:1481635;Name=WP_226987649.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035182.1;locus_tag=MM_RS17110;product=epoxyqueuosine reductase;protein_id=WP_226987649.1;transl_table=11	41.96030472711694	49.73294493730979	30.81118735462038	45.1370868096102
sense	NC_003901.1	Protein Homology	CDS	4010057	4011073	.	+	0	ID=cds-WP_137726730.1;Parent=gene-MM_RS18715;Dbxref=GenBank:WP_137726730.1,GeneID:43445891;Name=WP_137726730.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF016362.5;locus_tag=MM_RS18715;product=restriction endonuclease;protein_id=WP_137726730.1;transl_table=11	45.763299298596905	54.91012288834967	51.27778426455243	66.66908614841125
sense	NC_003901.1	Protein Homology	CDS	4011184	4013955	.	-	0	ID=cds-WP_011035184.1;Parent=gene-MM_RS17120;Dbxref=GenBank:WP_011035184.1,GeneID:1481637;Name=WP_011035184.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035184.1;locus_tag=MM_RS17120;product=PAS domain S-box protein;protein_id=WP_011035184.1;transl_table=11	38.9686794396276	45.47518011730936	30.298756396098664	38.51618386704839
sense	NC_003901.1	Protein Homology	CDS	4014377	4014568	.	+	0	ID=cds-WP_011035185.1;Parent=gene-MM_RS17125;Dbxref=GenBank:WP_011035185.1,GeneID:1481638;Name=WP_011035185.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035185.1;locus_tag=MM_RS17125;product=hypothetical protein;protein_id=WP_011035185.1;transl_table=11	375.58558539427423	526.1705484868917	303.06182561882025	527.986896514073
sense	NC_003901.1	Protein Homology	CDS	4014649	4014810	.	-	0	ID=cds-WP_015413205.1;Parent=gene-MM_RS18120;Dbxref=GenBank:WP_015413205.1,GeneID:31474463;Name=WP_015413205.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413205.1;locus_tag=MM_RS18120;product=rubredoxin;protein_id=WP_015413205.1;transl_table=11	10.923643474316542	12.311198187268875	14.401260756170354	5.43550269463959
sense	NC_003901.1	Protein Homology	CDS	4014920	4015654	.	-	0	ID=cds-WP_226987773.1;Parent=gene-MM_RS19340;Dbxref=GenBank:WP_226987773.1,GeneID:68225845;Name=WP_226987773.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: protein motif:HMM:NF012434.5;locus_tag=MM_RS19340;product=Glu/Leu/Phe/Val family dehydrogenase;protein_id=WP_226987773.1;transl_table=11	16.69311068075148	30.787658889041314	10.26932639755725	13.777335401515042
sense	NC_003901.1	Protein Homology	CDS	4015576	4016169	.	-	0	ID=cds-WP_011035187.1;Parent=gene-MM_RS19345;Dbxref=GenBank:WP_011035187.1,GeneID:68225846;Name=WP_011035187.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035187.1;locus_tag=MM_RS19345;product=Glu/Leu/Phe/Val family dehydrogenase;protein_id=WP_011035187.1;transl_table=11	46.02826136677925	49.07260815904377	35.810621666412914	32.98361862429024
sense	NC_003901.1	Protein Homology	CDS	4016242	4017513	.	-	0	ID=cds-WP_011035188.1;Parent=gene-MM_RS17135;Dbxref=GenBank:WP_011035188.1,GeneID:1481641;Name=WP_011035188.1;Ontology_term=GO:0015995,GO:0030494,GO:0045550;gbkey=CDS;go_function=geranylgeranyl reductase activity|0045550||IEA;go_process=chlorophyll biosynthetic process|0015995||IEA,bacteriochlorophyll biosynthetic process|0030494||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413208.1;locus_tag=MM_RS17135;product=geranylgeranyl reductase family protein;protein_id=WP_011035188.1;transl_table=11	45.87543809561733	54.51591534014127	25.569830071790815	34.439806578182214
sense	NC_003901.1	Protein Homology	CDS	4017939	4020155	.	+	0	ID=cds-WP_011035189.1;Parent=gene-MM_RS17140;Dbxref=GenBank:WP_011035189.1,GeneID:1481642;Name=WP_011035189.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035189.1;locus_tag=MM_RS17140;product=phosphoadenosine phosphosulfate reductase family protein;protein_id=WP_011035189.1;transl_table=11	31.090256183396455	45.25682056641902	15.97057747790857	29.722417305870888
sense	NC_003901.1	Protein Homology	CDS	4020895	4021473	.	+	0	ID=cds-WP_011035190.1;Parent=gene-MM_RS17145;Dbxref=GenBank:WP_011035190.1,GeneID:1481643;Name=WP_011035190.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035190.1;locus_tag=MM_RS17145;product=hypothetical protein;protein_id=WP_011035190.1;transl_table=11	7.3352548925980505	5.829295913302281	3.3183033013303223	6.463460458133605
sense	NC_003901.1	Protein Homology	CDS	4022097	4023197	.	+	0	ID=cds-WP_011035192.1;Parent=gene-MM_RS17150;Dbxref=GenBank:WP_011035192.1,GeneID:1481645;Name=WP_011035192.1;Ontology_term=GO:1905887,GO:0015562;gbkey=CDS;go_function=efflux transmembrane transporter activity|0015562||IEA;go_process=autoinducer AI-2 transmembrane transport|1905887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035192.1;locus_tag=MM_RS17150;product=AI-2E family transporter;protein_id=WP_011035192.1;transl_table=11	137.90579004142614	168.53516814191826	162.78802910212502	156.42251146985294
sense	NC_003901.1	Protein Homology	CDS	4023468	4025372	.	+	0	ID=cds-WP_011035193.1;Parent=gene-MM_RS17155;Dbxref=GenBank:WP_011035193.1,GeneID:1481646;Name=WP_011035193.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035193.1;locus_tag=MM_RS17155;product=threonine--tRNA ligase;protein_id=WP_011035193.1;transl_table=11	67.62681452950109	74.70831762483913	51.02808929351699	67.27397567377355
sense	NC_003901.1	Protein Homology	CDS	4025916	4028099	.	+	0	ID=cds-WP_011035194.1;Parent=gene-MM_RS17160;Dbxref=GenBank:WP_011035194.1,GeneID:1481647;Name=WP_011035194.1;Ontology_term=GO:0003676,GO:0004386,GO:0005524;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035194.1;locus_tag=MM_RS17160;product=DEAD/DEAH box helicase;protein_id=WP_011035194.1;transl_table=11	51.4521613646036	64.76647668509538	31.1670465492297	38.2267779652718
sense	NC_003901.1	Protein Homology	CDS	4028805	4029650	.	+	0	ID=cds-WP_048040614.1;Parent=gene-MM_RS17165;Dbxref=GenBank:WP_048040614.1,GeneID:1481648;Name=WP_048040614.1;Ontology_term=GO:0070007,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=glutamic-type endopeptidase activity|0070007||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307993.1;locus_tag=MM_RS17165;product=CPBP family glutamic-type intramembrane protease;protein_id=WP_048040614.1;transl_table=11	42.741660317591744	51.50150992906586	45.7451812254823	34.998276658836296
sense	NC_003901.1	Protein Homology	CDS	4029840	4030370	.	-	0	ID=cds-WP_011035196.1;Parent=gene-MM_RS17170;Dbxref=GenBank:WP_011035196.1,GeneID:1481649;Name=WP_011035196.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035196.1;locus_tag=MM_RS17170;product=RimK/LysX family protein;protein_id=WP_011035196.1;transl_table=11	15.080182389543769	23.402512329906152	11.88857817159427	20.728611971083183
sense	NC_003901.1	Protein Homology	CDS	4030662	4031381	.	+	0	ID=cds-WP_011035197.1;Parent=gene-MM_RS17175;Dbxref=GenBank:WP_011035197.1,GeneID:1481650;Name=WP_011035197.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035197.1;locus_tag=MM_RS17175;product=alpha/beta hydrolase;protein_id=WP_011035197.1;transl_table=11	27.03601759893344	30.097328260702994	22.491380769195462	22.013785913290338
sense	NC_003901.1	Protein Homology	CDS	4031542	4032360	.	+	0	ID=cds-WP_011035198.1;Parent=gene-MM_RS17180;Dbxref=GenBank:WP_011035198.1,GeneID:1481651;Name=WP_011035198.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035198.1;locus_tag=MM_RS17180;product=nitroreductase family protein;protein_id=WP_011035198.1;transl_table=11	56.50284597099776	59.19365620387604	49.934300385325	69.34745745578641
sense	NC_003901.1	Protein Homology	CDS	4032404	4033033	.	-	0	ID=cds-WP_011035199.1;Parent=gene-MM_RS17185;Dbxref=GenBank:WP_011035199.1,GeneID:1481652;Name=WP_011035199.1;Ontology_term=GO:0016829;gbkey=CDS;go_function=lyase activity|0016829||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035199.1;locus_tag=MM_RS17185;product=DJ-1/PfpI family protein;protein_id=WP_011035199.1;transl_table=11	12.921109709620138	19.724974678063756	12.198714993461946	13.27815658261957
sense	NC_003901.1	Protein Homology	CDS	4033249	4033860	.	+	0	ID=cds-WP_048037519.1;Parent=gene-MM_RS17190;Dbxref=GenBank:WP_048037519.1,GeneID:1481653;Name=WP_048037519.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011035200.1;locus_tag=MM_RS17190;product=GNAT family N-acetyltransferase;protein_id=WP_048037519.1;transl_table=11	15.903539764078493	19.553079473897625	7.624196870913717	12.589583447143168
sense	NC_003901.1	Protein Homology	CDS	4033969	4034757	.	-	0	ID=cds-WP_048038405.1;Parent=gene-MM_RS17195;Dbxref=GenBank:WP_048038405.1,GeneID:1481654;Name=WP_048038405.1;Ontology_term=GO:0003676,GO:0004519,GO:0008270;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,zinc ion binding|0008270||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015413216.1;locus_tag=MM_RS17195;product=HNH endonuclease;protein_id=WP_048038405.1;transl_table=11	64.07153012730303	70.38879852726878	57.74676869528564	64.6370139828339
