#Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	sense	antisense
NC_003901.1	Protein Homology	CDS	3218252	3219307	.	+	0	ID=cds-WP_011034602.1;Parent=gene-MM_RS13955;Dbxref=GenBank:WP_011034602.1,GeneID:1481035;Name=WP_011034602.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:TIGR01210.1;locus_tag=MM_RS13955;product=archaeosine biosynthesis radical SAM protein RaSEA;protein_id=WP_011034602.1;transl_table=11	2023.0	0
NC_003901.1	Protein Homology	CDS	3220398	3220961	.	+	0	ID=cds-MM_RS13960;Parent=gene-MM_RS13960;Dbxref=GeneID:1481036;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;Ontology_term=GO:0004803;end_range=3220961,.;gbkey=CDS;gene=istA;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020064.1;locus_tag=MM_RS13960;partial=true;product=IS21 family transposase;pseudo=true;transl_table=11	10.5	0
NC_003901.1	Protein Homology	CDS	3221396	3222121	.	+	0	ID=cds-WP_226987608.1;Parent=gene-MM_RS13965;Dbxref=GenBank:WP_226987608.1,GeneID:1481037;Name=WP_226987608.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012307.5;locus_tag=MM_RS13965;product=reverse transcriptase N-terminal domain-containing protein;protein_id=WP_226987608.1;transl_table=11	36.83333333333333	0
NC_003901.1	Protein Homology	CDS	3222561	3222881	.	-	0	ID=cds-WP_230633226.1;Parent=gene-MM_RS17970;Dbxref=GenBank:WP_230633226.1,GeneID:31474433;Name=WP_230633226.1;Note=programmed frameshift;Ontology_term=GO:0004803;exception=ribosomal slippage;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076611659.1;locus_tag=MM_RS17970;product=IS1 family transposase;protein_id=WP_230633226.1;transl_table=11	22.0	0
NC_003901.1	Protein Homology	CDS	3222199	3222558	.	-	0	ID=cds-WP_230633226.1;Parent=gene-MM_RS17970;Dbxref=GenBank:WP_230633226.1,GeneID:31474433;Name=WP_230633226.1;Note=programmed frameshift;Ontology_term=GO:0004803;exception=ribosomal slippage;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076611659.1;locus_tag=MM_RS17970;product=IS1 family transposase;protein_id=WP_230633226.1;transl_table=11	4.5	0
NC_003901.1	Protein Homology	CDS	3222945	3223757	.	+	0	ID=cds-WP_226987756.1;Parent=gene-MM_RS13980;Dbxref=GenBank:WP_226987756.1,GeneID:1481040;Name=WP_226987756.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022639.1;locus_tag=MM_RS13980;product=group II intron maturase-specific domain-containing protein;protein_id=WP_226987756.1;transl_table=11	47.0	0
NC_003901.1	Protein Homology	CDS	3223855	3224538	.	+	0	ID=cds-MM_RS13985;Parent=gene-MM_RS13985;Dbxref=GeneID:1481041;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020064.1;locus_tag=MM_RS13985;partial=true;product=IS21 family transposase;pseudo=true;start_range=.,3223855;transl_table=11	7.5	0
NC_003901.1	Protein Homology	CDS	3224535	3225332	.	+	0	ID=cds-WP_011034609.1;Parent=gene-MM_RS13990;Dbxref=GenBank:WP_011034609.1,GeneID:1481042;Name=WP_011034609.1;Ontology_term=GO:0005524;gbkey=CDS;gene=istB;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412735.1;locus_tag=MM_RS13990;product=IS21-like element helper ATPase IstB;protein_id=WP_011034609.1;transl_table=11	5.642857142857143	0
NC_003901.1	Protein Homology	CDS	3226534	3227547	.	+	0	ID=cds-WP_157858628.1;Parent=gene-MM_RS17555;Dbxref=GenBank:WP_157858628.1,GeneID:25392714;Name=WP_157858628.1;Ontology_term=GO:0007165,GO:0003953,GO:0005515;gbkey=CDS;go_function=NAD+ nucleosidase activity|0003953||IEA,protein binding|0005515||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: protein motif:HMM:NF019956.5;locus_tag=MM_RS17555;product=toll/interleukin-1 receptor domain-containing protein;protein_id=WP_157858628.1;transl_table=11	51.333333333333336	0
NC_003901.1	Protein Homology	CDS	3227881	3230166	.	+	0	ID=cds-WP_155395762.1;Parent=gene-MM_RS14000;Dbxref=GenBank:WP_155395762.1,GeneID:1481044;Name=WP_155395762.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034611.1;locus_tag=MM_RS14000;product=AAA family ATPase;protein_id=WP_155395762.1;transl_table=11	904.25	0
NC_003901.1	Protein Homology	CDS	3230195	3231517	.	-	0	ID=cds-WP_011034612.1;Parent=gene-MM_RS14005;Dbxref=GenBank:WP_011034612.1,GeneID:1481045;Name=WP_011034612.1;Ontology_term=GO:0006304,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034612.1;locus_tag=MM_RS14005;product=restriction endonuclease subunit S;protein_id=WP_011034612.1;transl_table=11	160.5	0
NC_003901.1	Protein Homology	CDS	3231501	3232925	.	-	0	ID=cds-WP_011034613.1;Parent=gene-MM_RS14010;Dbxref=GenBank:WP_011034613.1,GeneID:1481046;Name=WP_011034613.1;Ontology_term=GO:0003677,GO:0008170;gbkey=CDS;go_function=DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034613.1;locus_tag=MM_RS14010;product=type I restriction-modification system subunit M;protein_id=WP_011034613.1;transl_table=11	238.25	0
NC_003901.1	Protein Homology	CDS	3232922	3235603	.	-	0	ID=cds-WP_011034614.1;Parent=gene-MM_RS14015;Dbxref=GenBank:WP_011034614.1,GeneID:1481047;Name=WP_011034614.1;Ontology_term=GO:0006304,GO:0003677,GO:0003824;gbkey=CDS;go_function=DNA binding|0003677||IEA,catalytic activity|0003824||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034614.1;locus_tag=MM_RS14015;product=type I restriction-modification enzyme R subunit C-terminal domain-containing protein;protein_id=WP_011034614.1;transl_table=11	499.3333333333333	0
NC_003901.1	Protein Homology	CDS	3236326	3236652	.	+	0	ID=cds-WP_011034615.1;Parent=gene-MM_RS14020;Dbxref=GenBank:WP_011034615.1,GeneID:1481048;Name=WP_011034615.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034615.1;locus_tag=MM_RS14020;product=phasin family protein;protein_id=WP_011034615.1;transl_table=11	789.0	0
NC_003901.1	Protein Homology	CDS	3236708	3236968	.	-	0	ID=cds-WP_011034616.1;Parent=gene-MM_RS14025;Dbxref=GenBank:WP_011034616.1,GeneID:1481049;Name=WP_011034616.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034616.1;locus_tag=MM_RS14025;product=hypothetical protein;protein_id=WP_011034616.1;transl_table=11	98.0	0
NC_003901.1	Protein Homology	CDS	3236981	3237796	.	-	0	ID=cds-WP_011034617.1;Parent=gene-MM_RS14030;Dbxref=GenBank:WP_011034617.1,GeneID:1481050;Name=WP_011034617.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034617.1;locus_tag=MM_RS14030;product=hypothetical protein;protein_id=WP_011034617.1;transl_table=11	51.0	0
NC_003901.1	Protein Homology	CDS	3238771	3239061	.	-	0	ID=cds-WP_011034618.1;Parent=gene-MM_RS14035;Dbxref=GenBank:WP_011034618.1,GeneID:1481051;Name=WP_011034618.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034618.1;locus_tag=MM_RS14035;product=hypothetical protein;protein_id=WP_011034618.1;transl_table=11	225.0	0
NC_003901.1	Protein Homology	CDS	3239209	3240255	.	-	0	ID=cds-WP_011034619.1;Parent=gene-MM_RS14040;Dbxref=GenBank:WP_011034619.1,GeneID:1481052;Name=WP_011034619.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034619.1;locus_tag=MM_RS14040;product=hypothetical protein;protein_id=WP_011034619.1;transl_table=11	433.0	0
NC_003901.1	Protein Homology	CDS	3240471	3241670	.	+	0	ID=cds-WP_011034620.1;Parent=gene-MM_RS14045;Dbxref=GenBank:WP_011034620.1,GeneID:1481053;Name=WP_011034620.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034620.1;locus_tag=MM_RS14045;product=helix-turn-helix transcriptional regulator;protein_id=WP_011034620.1;transl_table=11	287.3333333333333	0
NC_003901.1	Protein Homology	CDS	3242151	3242642	.	+	0	ID=cds-WP_015412746.1;Parent=gene-MM_RS14050;Dbxref=GenBank:WP_015412746.1,GeneID:1481054;Name=WP_015412746.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412746.1;locus_tag=MM_RS14050;product=hypothetical protein;protein_id=WP_015412746.1;transl_table=11	81.83333333333334	0
NC_003901.1	Protein Homology	CDS	3242664	3243662	.	+	0	ID=cds-WP_011034622.1;Parent=gene-MM_RS14055;Dbxref=GenBank:WP_011034622.1,GeneID:1481055;Name=WP_011034622.1;Ontology_term=GO:0006520,GO:0004412;gbkey=CDS;go_function=homoserine dehydrogenase activity|0004412||IEA;go_process=amino acid metabolic process|0006520||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034622.1;locus_tag=MM_RS14055;product=homoserine dehydrogenase;protein_id=WP_011034622.1;transl_table=11	182.33333333333334	0
NC_003901.1	Protein Homology	CDS	3243731	3245437	.	+	0	ID=cds-WP_011034623.1;Parent=gene-MM_RS14060;Dbxref=GenBank:WP_011034623.1,GeneID:1481056;Name=WP_011034623.1;Ontology_term=GO:0071897,GO:0003910,GO:0005524;gbkey=CDS;go_function=DNA ligase (ATP) activity|0003910||IEA,ATP binding|0005524||IEA;go_process=DNA biosynthetic process|0071897||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306885.1;locus_tag=MM_RS14060;product=ATP-dependent DNA ligase;protein_id=WP_011034623.1;transl_table=11	690.0	0
NC_003901.1	Protein Homology	CDS	3245507	3246136	.	-	0	ID=cds-WP_011034624.1;Parent=gene-MM_RS14065;Dbxref=GenBank:WP_011034624.1,GeneID:1481057;Name=WP_011034624.1;gbkey=CDS;gene=engB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034624.1;locus_tag=MM_RS14065;product=GTP-binding protein EngB;protein_id=WP_011034624.1;transl_table=11	80.0	0
NC_003901.1	Protein Homology	CDS	3246133	3247122	.	-	0	ID=cds-WP_011034625.1;Parent=gene-MM_RS14070;Dbxref=GenBank:WP_011034625.1,GeneID:1481058;Name=WP_011034625.1;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034625.1;locus_tag=MM_RS14070;product=DHHA1 domain-containing protein;protein_id=WP_011034625.1;transl_table=11	238.0	0
NC_003901.1	Protein Homology	CDS	3247665	3249269	.	-	0	ID=cds-WP_011034626.1;Parent=gene-MM_RS14075;Dbxref=GenBank:WP_011034626.1,GeneID:1481059;Name=WP_011034626.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034626.1;locus_tag=MM_RS14075;product=BatD family protein;protein_id=WP_011034626.1;transl_table=11	158.0	0
NC_003901.1	Protein Homology	CDS	3249809	3250729	.	+	0	ID=cds-WP_011034627.1;Parent=gene-MM_RS14080;Dbxref=GenBank:WP_011034627.1,GeneID:1481060;Name=WP_011034627.1;Ontology_term=GO:0051540,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=metal cluster binding|0051540||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034627.1;locus_tag=MM_RS14080;product=Nif3-like dinuclear metal center hexameric protein;protein_id=WP_011034627.1;transl_table=11	69.0	0
NC_003901.1	Protein Homology	CDS	3250793	3251581	.	-	0	ID=cds-WP_011034628.1;Parent=gene-MM_RS14085;Dbxref=GenBank:WP_011034628.1,GeneID:1481061;Name=WP_011034628.1;Ontology_term=GO:0042578,GO:0046872;gbkey=CDS;go_function=phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034628.1;locus_tag=MM_RS14085;product=HD domain-containing protein;protein_id=WP_011034628.1;transl_table=11	119.58333333333333	0
NC_003901.1	Protein Homology	CDS	3252433	3255822	.	+	0	ID=cds-WP_011034629.1;Parent=gene-MM_RS14090;Dbxref=GenBank:WP_011034629.1,GeneID:1481062;Name=WP_011034629.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034629.1;locus_tag=MM_RS14090;product=tetratricopeptide repeat protein;protein_id=WP_011034629.1;transl_table=11	1390.9166666666667	0
NC_003901.1	Protein Homology	CDS	3256026	3256304	.	-	0	ID=cds-WP_011034630.1;Parent=gene-MM_RS14095;Dbxref=GenBank:WP_011034630.1,GeneID:1481063;Name=WP_011034630.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034630.1;locus_tag=MM_RS14095;product=DUF5661 family protein;protein_id=WP_011034630.1;transl_table=11	321.0	0
NC_003901.1	Protein Homology	CDS	3256475	3256960	.	+	0	ID=cds-WP_011034631.1;Parent=gene-MM_RS14100;Dbxref=GenBank:WP_011034631.1,GeneID:1481064;Name=WP_011034631.1;Ontology_term=GO:0008270,GO:0052717;gbkey=CDS;go_function=zinc ion binding|0008270||IEA,tRNA-specific adenosine-34 deaminase activity|0052717||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412753.1;locus_tag=MM_RS14100;product=nucleoside deaminase;protein_id=WP_011034631.1;transl_table=11	76.66666666666667	0
NC_003901.1	Protein Homology	CDS	3257182	3259599	.	+	0	ID=cds-WP_011034632.1;Parent=gene-MM_RS14105;Dbxref=GenBank:WP_011034632.1,GeneID:1481065;Name=WP_011034632.1;Ontology_term=GO:0006090,GO:0016310,GO:0005524,GO:0008986,GO:0016772;gbkey=CDS;gene=ppsA;go_function=ATP binding|0005524||IEA,pyruvate%2C water dikinase activity|0008986||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA;go_process=pyruvate metabolic process|0006090||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412755.1;locus_tag=MM_RS14105;product=phosphoenolpyruvate synthase;protein_id=WP_011034632.1;transl_table=11	1334.5	0
NC_003901.1	GeneMarkS-2+	CDS	3259831	3260025	.	+	0	ID=cds-WP_048038018.1;Parent=gene-MM_RS14110;Dbxref=GenBank:WP_048038018.1,GeneID:1481066;Name=WP_048038018.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14110;product=hypothetical protein;protein_id=WP_048038018.1;transl_table=11	76.5	0
NC_003901.1	Protein Homology	CDS	3260034	3260204	.	+	0	ID=cds-WP_015412756.1;Parent=gene-MM_RS19605;Dbxref=GenBank:WP_015412756.1,GeneID:95969268;Name=WP_015412756.1;Ontology_term=GO:0008270;gbkey=CDS;go_function=zinc ion binding|0008270||IEA;inference=COORDINATES: protein motif:HMM:NF018531.5;locus_tag=MM_RS19605;product=zinc finger domain-containing protein;protein_id=WP_015412756.1;transl_table=11	23.5	0
NC_003901.1	Protein Homology	CDS	3260461	3260906	.	+	0	ID=cds-MM_RS14115;Parent=gene-MM_RS14115;Dbxref=GeneID:1481067;Note=frameshifted;Ontology_term=GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011308633.1;locus_tag=MM_RS14115;product=IS200/IS605 family transposase;pseudo=true;transl_table=11	105.0	0
NC_003901.1	GeneMarkS-2+	CDS	3261029	3261397	.	+	0	ID=cds-WP_011034635.1;Parent=gene-MM_RS18565;Dbxref=GenBank:WP_011034635.1,GeneID:43445861;Name=WP_011034635.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18565;product=hypothetical protein;protein_id=WP_011034635.1;transl_table=11	12.0	0
NC_003901.1	Protein Homology	CDS	3262044	3263339	.	+	0	ID=cds-WP_011034636.1;Parent=gene-MM_RS14125;Dbxref=GenBank:WP_011034636.1,GeneID:1481069;Name=WP_011034636.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034636.1;locus_tag=MM_RS14125;product=C39 family peptidase;protein_id=WP_011034636.1;transl_table=11	97.5	0
NC_003901.1	Protein Homology	CDS	3263635	3264981	.	+	0	ID=cds-WP_011034637.1;Parent=gene-MM_RS14130;Dbxref=GenBank:WP_011034637.1,GeneID:1481070;Name=WP_011034637.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034637.1;locus_tag=MM_RS14130;product=beta-propeller fold lactonase family protein;protein_id=WP_011034637.1;transl_table=11	269.72222222222223	0
NC_003901.1	GeneMarkS-2+	CDS	3265297	3265440	.	+	0	ID=cds-WP_155395245.1;Parent=gene-MM_RS18570;Dbxref=GenBank:WP_155395245.1,GeneID:43445862;Name=WP_155395245.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18570;product=hypothetical protein;protein_id=WP_155395245.1;transl_table=11	18.0	0
NC_003901.1	Protein Homology	CDS	3265933	3266394	.	+	0	ID=cds-MM_RS14135;Parent=gene-MM_RS14135;Dbxref=GeneID:24772045;Note=internal stop;Ontology_term=GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;inference=COORDINATES: protein motif:HMM:NF013921.5;locus_tag=MM_RS14135;product=IS200/IS605 family transposase;pseudo=true;transl_table=11	167.0	0
NC_003901.1	Protein Homology	CDS	3267105	3268355	.	+	0	ID=cds-WP_011034639.1;Parent=gene-MM_RS14140;Dbxref=GenBank:WP_011034639.1,GeneID:1481072;Name=WP_011034639.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034639.1;locus_tag=MM_RS14140;product=AlbA family DNA-binding domain-containing protein;protein_id=WP_011034639.1;transl_table=11	242.73333333333332	0
NC_003901.1	Protein Homology	CDS	3268601	3269239	.	-	0	ID=cds-WP_011034640.1;Parent=gene-MM_RS14145;Dbxref=GenBank:WP_011034640.1,GeneID:1481073;Name=WP_011034640.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034640.1;locus_tag=MM_RS14145;product=MarC family protein;protein_id=WP_011034640.1;transl_table=11	55.0	0
NC_003901.1	Protein Homology	CDS	3269558	3270181	.	-	0	ID=cds-WP_011034641.1;Parent=gene-MM_RS14150;Dbxref=GenBank:WP_011034641.1,GeneID:1481074;Name=WP_011034641.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034641.1;locus_tag=MM_RS14150;product=hypothetical protein;protein_id=WP_011034641.1;transl_table=11	54.833333333333336	0
NC_003901.1	Protein Homology	CDS	3270295	3273501	.	-	0	ID=cds-WP_011034642.1;Parent=gene-MM_RS14155;Dbxref=GenBank:WP_011034642.1,GeneID:1481075;Name=WP_011034642.1;Ontology_term=GO:0003677,GO:0004386,GO:0005524,GO:0009035,GO:0016887;gbkey=CDS;go_function=DNA binding|0003677||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,type I site-specific deoxyribonuclease activity|0009035||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034642.1;locus_tag=MM_RS14155;product=type I restriction endonuclease subunit R;protein_id=WP_011034642.1;transl_table=11	178.03571428571428	0
NC_003901.1	GeneMarkS-2+	CDS	3273727	3274029	.	-	0	ID=cds-WP_011034643.1;Parent=gene-MM_RS14160;Dbxref=GenBank:WP_011034643.1,GeneID:1481076;Name=WP_011034643.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14160;product=hypothetical protein;protein_id=WP_011034643.1;transl_table=11	16.0	0
NC_003901.1	Protein Homology	CDS	3274362	3274913	.	-	0	ID=cds-WP_011034645.1;Parent=gene-MM_RS14170;Dbxref=GenBank:WP_011034645.1,GeneID:1481078;Name=WP_011034645.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034645.1;locus_tag=MM_RS14170;product=hypothetical protein;protein_id=WP_011034645.1;transl_table=11	73.0	0
NC_003901.1	GeneMarkS-2+	CDS	3274962	3275126	.	-	0	ID=cds-WP_155395244.1;Parent=gene-MM_RS18575;Dbxref=GenBank:WP_155395244.1,GeneID:43445863;Name=WP_155395244.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18575;product=hypothetical protein;protein_id=WP_155395244.1;transl_table=11	4.5	0
NC_003901.1	GeneMarkS-2+	CDS	3275116	3275709	.	-	0	ID=cds-WP_011034646.1;Parent=gene-MM_RS14175;Dbxref=GenBank:WP_011034646.1,GeneID:1481079;Name=WP_011034646.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14175;product=hypothetical protein;protein_id=WP_011034646.1;transl_table=11	26.5	0
NC_003901.1	Protein Homology	CDS	3275786	3276301	.	-	0	ID=cds-WP_011034647.1;Parent=gene-MM_RS14180;Dbxref=GenBank:WP_011034647.1,GeneID:1481080;Name=WP_011034647.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034647.1;locus_tag=MM_RS14180;product=hypothetical protein;protein_id=WP_011034647.1;transl_table=11	94.0	0
NC_003901.1	Protein Homology	CDS	3276324	3277544	.	-	0	ID=cds-WP_011034648.1;Parent=gene-MM_RS14185;Dbxref=GenBank:WP_011034648.1,GeneID:1481081;Name=WP_011034648.1;Ontology_term=GO:0006304,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034648.1;locus_tag=MM_RS14185;product=restriction endonuclease subunit S;protein_id=WP_011034648.1;transl_table=11	128.5	0
NC_003901.1	Protein Homology	CDS	3277544	3279070	.	-	0	ID=cds-WP_011034649.1;Parent=gene-MM_RS14190;Dbxref=GenBank:WP_011034649.1,GeneID:1481082;Name=WP_011034649.1;Ontology_term=GO:0003677,GO:0008170;gbkey=CDS;go_function=DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034649.1;locus_tag=MM_RS14190;product=type I restriction-modification system subunit M;protein_id=WP_011034649.1;transl_table=11	95.33333333333334	0
NC_003901.1	GeneMarkS-2+	CDS	3279447	3280541	.	-	0	ID=cds-WP_011034650.1;Parent=gene-MM_RS14195;Dbxref=GenBank:WP_011034650.1,GeneID:1481083;Name=WP_011034650.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS14195;product=hypothetical protein;protein_id=WP_011034650.1;transl_table=11	141.5	0
NC_003901.1	Protein Homology	CDS	3280567	3282873	.	-	0	ID=cds-WP_011034651.1;Parent=gene-MM_RS17560;Dbxref=GenBank:WP_011034651.1,GeneID:25392715;Name=WP_011034651.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF019911.5;locus_tag=MM_RS17560;product=PEGA domain-containing protein;protein_id=WP_011034651.1;transl_table=11	363.5	0
NC_003901.1	Protein Homology	CDS	3283533	3283871	.	+	0	ID=cds-WP_080503075.1;Parent=gene-MM_RS14205;Dbxref=GenBank:WP_080503075.1,GeneID:1481085;Name=WP_080503075.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022615.1;locus_tag=MM_RS14205;product=NUDIX domain-containing protein;protein_id=WP_080503075.1;transl_table=11	22.0	0
NC_003901.1	Protein Homology	CDS	3283991	3285061	.	-	0	ID=cds-WP_048036886.1;Parent=gene-MM_RS14210;Dbxref=GenBank:WP_048036886.1,GeneID:1481086;Name=WP_048036886.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034653.1;locus_tag=MM_RS14210;product=hypothetical protein;protein_id=WP_048036886.1;transl_table=11	118.33333333333333	0
NC_003901.1	Protein Homology	CDS	3285315	3286436	.	-	0	ID=cds-WP_011034654.1;Parent=gene-MM_RS14215;Dbxref=GenBank:WP_011034654.1,GeneID:1481087;Name=WP_011034654.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034654.1;locus_tag=MM_RS14215;product=hypothetical protein;protein_id=WP_011034654.1;transl_table=11	194.0	0
NC_003901.1	Protein Homology	CDS	3286936	3288189	.	-	0	ID=cds-WP_011034655.1;Parent=gene-MM_RS14220;Dbxref=GenBank:WP_011034655.1,GeneID:1481088;Name=WP_011034655.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034655.1;locus_tag=MM_RS14220;product=hypothetical protein;protein_id=WP_011034655.1;transl_table=11	106.16666666666667	0
NC_003901.1	Protein Homology	CDS	3288717	3289967	.	+	0	ID=cds-WP_048040639.1;Parent=gene-MM_RS14225;Dbxref=GenBank:WP_048040639.1,GeneID:1481089;Name=WP_048040639.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412775.1;locus_tag=MM_RS14225;product=hypothetical protein;protein_id=WP_048040639.1;transl_table=11	32.0	0
NC_003901.1	Protein Homology	CDS	3290865	3293798	.	+	0	ID=cds-WP_226987610.1;Parent=gene-MM_RS14235;Dbxref=GenBank:WP_226987610.1,GeneID:1481090;Name=WP_226987610.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412776.1;locus_tag=MM_RS14235;product=PocR ligand-binding domain-containing protein;protein_id=WP_226987610.1;transl_table=11	156.5	0
NC_003901.1	Protein Homology	CDS	3294014	3295534	.	+	0	ID=cds-WP_015412777.1;Parent=gene-MM_RS14240;Dbxref=GenBank:WP_015412777.1,GeneID:1481091;Name=WP_015412777.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412777.1;locus_tag=MM_RS14240;product=aminoacyl-histidine dipeptidase;protein_id=WP_015412777.1;transl_table=11	673.375	0
NC_003901.1	Protein Homology	CDS	3295617	3296183	.	-	0	ID=cds-WP_152558027.1;Parent=gene-MM_RS14245;Dbxref=GenBank:WP_152558027.1,GeneID:1481092;Name=WP_152558027.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011308135.1;locus_tag=MM_RS14245;product=YqhA family protein;protein_id=WP_152558027.1;transl_table=11	142.0	0
NC_003901.1	Protein Homology	CDS	3296298	3296786	.	-	0	ID=cds-WP_011034660.1;Parent=gene-MM_RS14250;Dbxref=GenBank:WP_011034660.1,GeneID:1481093;Name=WP_011034660.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034660.1;locus_tag=MM_RS14250;product=DUF1269 domain-containing protein;protein_id=WP_011034660.1;transl_table=11	357.5	0
