locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJOGNDPK_03166	CDS	1734				hypothetical protein
IJOGNDPK_03167	gene	1215	tam			
IJOGNDPK_03167	CDS	1215	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
IJOGNDPK_03168	gene	939				
IJOGNDPK_03168	CDS	939				hypothetical protein
IJOGNDPK_03169	gene	831				
IJOGNDPK_03169	CDS	831				hypothetical protein
IJOGNDPK_03170	gene	237				
IJOGNDPK_03170	CDS	237				hypothetical protein
IJOGNDPK_03171	gene	1620	ybiT_2			
IJOGNDPK_03171	CDS	1620	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
IJOGNDPK_03172	gene	633	grpE			
IJOGNDPK_03172	CDS	633	grpE		COG0576	Protein GrpE
IJOGNDPK_03173	gene	1173	dnaJ			
IJOGNDPK_03173	CDS	1173	dnaJ		COG0484	Chaperone protein DnaJ
IJOGNDPK_03174	gene	459				
IJOGNDPK_03174	CDS	459				hypothetical protein
IJOGNDPK_03175	gene	348				
IJOGNDPK_03175	CDS	348				hypothetical protein
IJOGNDPK_03176	gene	1107				
IJOGNDPK_03176	CDS	1107				hypothetical protein
IJOGNDPK_03177	gene	2469				
IJOGNDPK_03177	CDS	2469				hypothetical protein
IJOGNDPK_03178	gene	150				
IJOGNDPK_03178	CDS	150				hypothetical protein
IJOGNDPK_03179	gene	74				
IJOGNDPK_03179	tRNA	74				tRNA-Thr(cgt)
IJOGNDPK_03180	gene	108				
IJOGNDPK_03180	CDS	108				hypothetical protein
IJOGNDPK_03181	gene	1038	mltG			
IJOGNDPK_03181	CDS	1038	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
IJOGNDPK_03182	gene	1593				
IJOGNDPK_03182	CDS	1593				hypothetical protein
IJOGNDPK_03183	gene	582				
IJOGNDPK_03183	CDS	582				hypothetical protein
IJOGNDPK_03184	gene	1308				
IJOGNDPK_03184	CDS	1308		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
IJOGNDPK_03185	gene	351	rplT			
IJOGNDPK_03185	CDS	351	rplT			50S ribosomal protein L20
IJOGNDPK_03186	gene	198	rpmI			
IJOGNDPK_03186	CDS	198	rpmI		COG0291	50S ribosomal protein L35
IJOGNDPK_03187	gene	642	infC			
IJOGNDPK_03187	CDS	642	infC			Translation initiation factor IF-3
IJOGNDPK_03188	gene	1941	thrS			
IJOGNDPK_03188	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IJOGNDPK_03189	gene	2055	bepA_2			
IJOGNDPK_03189	CDS	2055	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
IJOGNDPK_03190	gene	558	def			
IJOGNDPK_03190	CDS	558	def	3.5.1.88	COG0242	Peptide deformylase
IJOGNDPK_03191	gene	426				
IJOGNDPK_03191	CDS	426		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IJOGNDPK_03192	gene	849				
IJOGNDPK_03192	CDS	849				hypothetical protein
IJOGNDPK_03193	gene	1140				
IJOGNDPK_03193	CDS	1140				Outer membrane protein 41
IJOGNDPK_03194	gene	879				
IJOGNDPK_03194	CDS	879				hypothetical protein
IJOGNDPK_03195	gene	1248				
IJOGNDPK_03195	CDS	1248				hypothetical protein
IJOGNDPK_03196	gene	384				
IJOGNDPK_03196	CDS	384				hypothetical protein
IJOGNDPK_03197	gene	975				
IJOGNDPK_03197	CDS	975				hypothetical protein
IJOGNDPK_03198	gene	1107				
IJOGNDPK_03198	CDS	1107				hypothetical protein
IJOGNDPK_03199	gene	1464	cysN			
IJOGNDPK_03199	CDS	1464	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
IJOGNDPK_03200	gene	912	cysD			
IJOGNDPK_03200	CDS	912	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
IJOGNDPK_03201	gene	606	cysC			
IJOGNDPK_03201	CDS	606	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
IJOGNDPK_03202	gene	1554				
IJOGNDPK_03202	CDS	1554				hypothetical protein
IJOGNDPK_03203	gene	825	cysQ			
IJOGNDPK_03203	CDS	825	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
IJOGNDPK_03204	gene	501				
IJOGNDPK_03204	CDS	501				hypothetical protein
IJOGNDPK_03205	gene	405				
IJOGNDPK_03205	CDS	405				hypothetical protein
IJOGNDPK_03206	gene	1275	rhlE			
IJOGNDPK_03206	CDS	1275	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
IJOGNDPK_03207	gene	210				
IJOGNDPK_03207	CDS	210				hypothetical protein
IJOGNDPK_03208	gene	354				
IJOGNDPK_03208	CDS	354				hypothetical protein
IJOGNDPK_03209	gene	261				
IJOGNDPK_03209	CDS	261				hypothetical protein
IJOGNDPK_03210	gene	972	manA_2			
IJOGNDPK_03210	CDS	972	manA_2	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
IJOGNDPK_03211	gene	1182	mro_2			
IJOGNDPK_03211	CDS	1182	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
IJOGNDPK_03212	gene	1284	fucP_3			
IJOGNDPK_03212	CDS	1284	fucP_3		COG0738	L-fucose-proton symporter
IJOGNDPK_03213	gene	1155	galK_2			
IJOGNDPK_03213	CDS	1155	galK_2	2.7.1.6	COG0153	Galactokinase
IJOGNDPK_03214	gene	1140	mro_3			
IJOGNDPK_03214	CDS	1140	mro_3	5.1.3.3	COG2017	Aldose 1-epimerase
IJOGNDPK_03215	gene	900	sglT_1			
IJOGNDPK_03215	CDS	900	sglT_1			Sodium/glucose cotransporter
IJOGNDPK_03216	gene	798	sglT_2			
IJOGNDPK_03216	CDS	798	sglT_2			Sodium/glucose cotransporter
IJOGNDPK_03217	gene	678				
IJOGNDPK_03217	CDS	678				hypothetical protein
IJOGNDPK_03218	gene	687	ulaF			
IJOGNDPK_03218	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
IJOGNDPK_03219	gene	1509	araA			
IJOGNDPK_03219	CDS	1509	araA	5.3.1.4		L-arabinose isomerase
IJOGNDPK_03220	gene	1599	xylB_2			
IJOGNDPK_03220	CDS	1599	xylB_2	2.7.1.17		Xylulose kinase
IJOGNDPK_03221	gene	1545	abf2			
IJOGNDPK_03221	CDS	1545	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
IJOGNDPK_03222	gene	2010	tkt			
IJOGNDPK_03222	CDS	2010	tkt	2.2.1.1		Transketolase
IJOGNDPK_03223	gene	435	rpiB			
IJOGNDPK_03223	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
IJOGNDPK_03224	gene	126				
IJOGNDPK_03224	CDS	126				hypothetical protein
IJOGNDPK_03225	gene	2676				
IJOGNDPK_03225	CDS	2676				hypothetical protein
IJOGNDPK_03226	gene	1674				
IJOGNDPK_03226	CDS	1674				hypothetical protein
IJOGNDPK_03227	gene	267				
IJOGNDPK_03227	CDS	267				hypothetical protein
IJOGNDPK_03228	gene	228	rsxB_3			
IJOGNDPK_03228	CDS	228	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
IJOGNDPK_03229	gene	1086	korA_2			
IJOGNDPK_03229	CDS	1086	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
IJOGNDPK_03230	gene	174				
IJOGNDPK_03230	CDS	174				hypothetical protein
IJOGNDPK_03231	gene	762	korB_2			
IJOGNDPK_03231	CDS	762	korB_2	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
IJOGNDPK_03232	gene	546				
IJOGNDPK_03232	CDS	546				hypothetical protein
IJOGNDPK_03233	gene	2211				
IJOGNDPK_03233	CDS	2211				hypothetical protein
IJOGNDPK_03234	gene	831	mltF_2			
IJOGNDPK_03234	CDS	831	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
IJOGNDPK_03235	gene	1926	nadE			
IJOGNDPK_03235	CDS	1926	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
IJOGNDPK_03236	gene	435	perR			
IJOGNDPK_03236	CDS	435	perR		COG0735	Peroxide-responsive repressor PerR
IJOGNDPK_03237	gene	558	rbr3A			
IJOGNDPK_03237	CDS	558	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
IJOGNDPK_03238	gene	525				
IJOGNDPK_03238	CDS	525				hypothetical protein
IJOGNDPK_03239	gene	435				
IJOGNDPK_03239	CDS	435				hypothetical protein
IJOGNDPK_03240	gene	471				
IJOGNDPK_03240	CDS	471				hypothetical protein
IJOGNDPK_03241	gene	906				
IJOGNDPK_03241	CDS	906				hypothetical protein
IJOGNDPK_03242	gene	1689				
IJOGNDPK_03242	CDS	1689				hypothetical protein
IJOGNDPK_03243	gene	1410				
IJOGNDPK_03243	CDS	1410				hypothetical protein
IJOGNDPK_03244	gene	846	prmA			
IJOGNDPK_03244	CDS	846	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
IJOGNDPK_03245	gene	1284				
IJOGNDPK_03245	CDS	1284				hypothetical protein
IJOGNDPK_03246	gene	1293				
IJOGNDPK_03246	CDS	1293				hypothetical protein
IJOGNDPK_03247	gene	762				
IJOGNDPK_03247	CDS	762				hypothetical protein
IJOGNDPK_03248	gene	1647	pfp_2			
IJOGNDPK_03248	CDS	1647	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
IJOGNDPK_03249	gene	306				
IJOGNDPK_03249	CDS	306				hypothetical protein
IJOGNDPK_03250	gene	1377	oprM_3			
IJOGNDPK_03250	CDS	1377	oprM_3		COG1538	Outer membrane protein OprM
IJOGNDPK_03251	gene	3111	bepE_3			
IJOGNDPK_03251	CDS	3111	bepE_3			Efflux pump membrane transporter BepE
IJOGNDPK_03252	gene	1275	mdtA_4			
IJOGNDPK_03252	CDS	1275	mdtA_4			Multidrug resistance protein MdtA
IJOGNDPK_03253	gene	270				
IJOGNDPK_03253	CDS	270				hypothetical protein
IJOGNDPK_03254	gene	555				
IJOGNDPK_03254	CDS	555				hypothetical protein
IJOGNDPK_03255	gene	807	yafV			
IJOGNDPK_03255	CDS	807	yafV	3.5.1.3		Omega-amidase YafV
IJOGNDPK_03256	gene	702				
IJOGNDPK_03256	CDS	702				hypothetical protein
IJOGNDPK_03257	gene	1167	nagA_3			
IJOGNDPK_03257	CDS	1167	nagA_3	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IJOGNDPK_03258	gene	1992	nagB_2			
IJOGNDPK_03258	CDS	1992	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
IJOGNDPK_03259	gene	2928				
IJOGNDPK_03259	CDS	2928				hypothetical protein
IJOGNDPK_03260	gene	315				
IJOGNDPK_03260	CDS	315				hypothetical protein
IJOGNDPK_03261	gene	216				
IJOGNDPK_03261	CDS	216				hypothetical protein
IJOGNDPK_03262	gene	1839				
IJOGNDPK_03262	CDS	1839				hypothetical protein
IJOGNDPK_03263	gene	222				
IJOGNDPK_03263	CDS	222				hypothetical protein
IJOGNDPK_03264	gene	3390	mfd			
IJOGNDPK_03264	CDS	3390	mfd	3.6.4.-		Transcription-repair-coupling factor
IJOGNDPK_03265	gene	744	ppm1			
IJOGNDPK_03265	CDS	744	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
IJOGNDPK_03266	gene	1347	pyrC			
IJOGNDPK_03266	CDS	1347	pyrC	3.5.2.3	COG0044	Dihydroorotase
IJOGNDPK_03267	gene	927	metH_2			
IJOGNDPK_03267	CDS	927	metH_2	2.1.1.13	COG0646	Methionine synthase
IJOGNDPK_03268	gene	546	ylaC			
IJOGNDPK_03268	CDS	546	ylaC			RNA polymerase sigma factor YlaC
IJOGNDPK_03269	gene	627				
IJOGNDPK_03269	CDS	627				hypothetical protein
IJOGNDPK_03270	gene	1176	cpdA_3			
IJOGNDPK_03270	CDS	1176	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IJOGNDPK_03271	gene	264				
IJOGNDPK_03271	CDS	264				hypothetical protein
IJOGNDPK_03272	gene	852				
IJOGNDPK_03272	CDS	852				hypothetical protein
IJOGNDPK_03273	gene	1092				
IJOGNDPK_03273	CDS	1092				hypothetical protein
IJOGNDPK_03274	gene	99				
IJOGNDPK_03274	CDS	99				hypothetical protein
IJOGNDPK_03275	gene	231				
IJOGNDPK_03275	CDS	231				hypothetical protein
IJOGNDPK_03276	gene	300				
IJOGNDPK_03276	CDS	300				hypothetical protein
IJOGNDPK_03277	gene	264				
IJOGNDPK_03277	CDS	264				hypothetical protein
IJOGNDPK_03278	gene	702				
IJOGNDPK_03278	CDS	702				hypothetical protein
IJOGNDPK_03279	gene	1239				
IJOGNDPK_03279	CDS	1239				hypothetical protein
IJOGNDPK_03280	gene	381				
IJOGNDPK_03280	CDS	381				hypothetical protein
IJOGNDPK_03281	gene	1146				
IJOGNDPK_03281	CDS	1146				hypothetical protein
IJOGNDPK_03282	gene	876				
IJOGNDPK_03282	CDS	876				hypothetical protein
IJOGNDPK_03283	gene	1023				
IJOGNDPK_03283	CDS	1023				hypothetical protein
IJOGNDPK_03284	gene	255				
IJOGNDPK_03284	CDS	255				hypothetical protein
IJOGNDPK_03285	gene	231				
IJOGNDPK_03285	CDS	231				hypothetical protein
IJOGNDPK_03286	gene	1029				
IJOGNDPK_03286	CDS	1029				hypothetical protein
IJOGNDPK_03287	gene	759				
IJOGNDPK_03287	CDS	759				hypothetical protein
IJOGNDPK_03288	gene	750				
IJOGNDPK_03288	CDS	750				hypothetical protein
IJOGNDPK_03289	gene	1236	chuR			
IJOGNDPK_03289	CDS	1236	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IJOGNDPK_03290	gene	2166	dpp7_2			
IJOGNDPK_03290	CDS	2166	dpp7_2	3.4.14.-		Dipeptidyl-peptidase 7
IJOGNDPK_03291	gene	2187	dpp7_3			
IJOGNDPK_03291	CDS	2187	dpp7_3	3.4.14.-		Dipeptidyl-peptidase 7
IJOGNDPK_03292	gene	1101	yhcG_3			
IJOGNDPK_03292	CDS	1101	yhcG_3	3.1.-.-	COG4804	Putative nuclease YhcG
IJOGNDPK_03293	gene	573				
IJOGNDPK_03293	CDS	573				hypothetical protein
IJOGNDPK_03294	gene	297				
IJOGNDPK_03294	CDS	297				Thioredoxin C-2
IJOGNDPK_03295	gene	429				
IJOGNDPK_03295	CDS	429				hypothetical protein
IJOGNDPK_03296	gene	843				
IJOGNDPK_03296	CDS	843				hypothetical protein
IJOGNDPK_03297	gene	1890	ettA_2			
IJOGNDPK_03297	CDS	1890	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
IJOGNDPK_03298	gene	807				
IJOGNDPK_03298	CDS	807				hypothetical protein
IJOGNDPK_03299	gene	1401				
IJOGNDPK_03299	CDS	1401				hypothetical protein
IJOGNDPK_03300	gene	333				
IJOGNDPK_03300	CDS	333				hypothetical protein
IJOGNDPK_03301	gene	1863				
IJOGNDPK_03301	CDS	1863				hypothetical protein
IJOGNDPK_03302	gene	3207				
IJOGNDPK_03302	CDS	3207				TonB-dependent receptor P26
IJOGNDPK_03303	gene	117				
IJOGNDPK_03303	CDS	117				hypothetical protein
IJOGNDPK_03304	gene	1197				
IJOGNDPK_03304	CDS	1197				hypothetical protein
IJOGNDPK_03305	gene	690	srrA			
IJOGNDPK_03305	CDS	690	srrA		COG0745	Transcriptional regulatory protein SrrA
IJOGNDPK_03306	gene	1797	sasA_7			
IJOGNDPK_03306	CDS	1797	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
IJOGNDPK_03307	gene	216				
IJOGNDPK_03307	CDS	216				hypothetical protein
IJOGNDPK_03308	gene	630				
IJOGNDPK_03308	CDS	630				hypothetical protein
IJOGNDPK_03309	gene	1350				
IJOGNDPK_03309	CDS	1350				hypothetical protein
IJOGNDPK_03310	gene	456	ssb			
IJOGNDPK_03310	CDS	456	ssb		COG0629	Single-stranded DNA-binding protein
IJOGNDPK_03311	gene	1086	mutY			
IJOGNDPK_03311	CDS	1086	mutY	3.2.2.31		Adenine DNA glycosylase
IJOGNDPK_03312	gene	276	hup_3			
IJOGNDPK_03312	CDS	276	hup_3			DNA-binding protein HU
IJOGNDPK_03313	gene	1575	rne			
IJOGNDPK_03313	CDS	1575	rne	3.1.26.12	COG1530	Ribonuclease E
IJOGNDPK_03314	gene	792	bdhA			
IJOGNDPK_03314	CDS	792	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
IJOGNDPK_03315	gene	306	adh2_3			
IJOGNDPK_03315	CDS	306	adh2_3	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
IJOGNDPK_03316	gene	933				
IJOGNDPK_03316	CDS	933				hypothetical protein
IJOGNDPK_03317	gene	660				
IJOGNDPK_03317	CDS	660		2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
IJOGNDPK_03318	gene	528				
IJOGNDPK_03318	CDS	528				hypothetical protein
IJOGNDPK_03319	gene	567				
IJOGNDPK_03319	CDS	567				hypothetical protein
IJOGNDPK_03320	gene	1296				
IJOGNDPK_03320	CDS	1296				hypothetical protein
IJOGNDPK_03321	gene	2538				
IJOGNDPK_03321	CDS	2538				hypothetical protein
IJOGNDPK_03322	gene	1314	atoS			
IJOGNDPK_03322	CDS	1314	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
IJOGNDPK_03323	gene	1362	atoC_2			
IJOGNDPK_03323	CDS	1362	atoC_2		COG2204	Regulatory protein AtoC
IJOGNDPK_03324	gene	1488				
IJOGNDPK_03324	CDS	1488				hypothetical protein
IJOGNDPK_03325	gene	99				
IJOGNDPK_03325	CDS	99				hypothetical protein
IJOGNDPK_03326	gene	417	epi			
IJOGNDPK_03326	CDS	417	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
IJOGNDPK_03327	gene	1554	pccB			
IJOGNDPK_03327	CDS	1554	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
IJOGNDPK_03328	gene	930				
IJOGNDPK_03328	CDS	930				hypothetical protein
IJOGNDPK_03329	gene	432				
IJOGNDPK_03329	CDS	432				hypothetical protein
IJOGNDPK_03330	gene	1161	gcdB_1			
IJOGNDPK_03330	CDS	1161	gcdB_1	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
IJOGNDPK_03331	gene	1353				
IJOGNDPK_03331	CDS	1353				hypothetical protein
IJOGNDPK_03332	gene	1851				
IJOGNDPK_03332	CDS	1851		3.2.1.54	COG0366	Cyclomaltodextrinase
IJOGNDPK_03333	gene	1005	fda			
IJOGNDPK_03333	CDS	1005	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
IJOGNDPK_03334	gene	1008				
IJOGNDPK_03334	CDS	1008				hypothetical protein
IJOGNDPK_03335	gene	360				
IJOGNDPK_03335	CDS	360				hypothetical protein
IJOGNDPK_03336	gene	390				
IJOGNDPK_03336	CDS	390				hypothetical protein
IJOGNDPK_03337	gene	1089	gcvT			
IJOGNDPK_03337	CDS	1089	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
IJOGNDPK_03338	gene	1224	pepT			
IJOGNDPK_03338	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
IJOGNDPK_03339	gene	1413	purF_3			
IJOGNDPK_03339	CDS	1413	purF_3	2.4.2.14	COG0034	Amidophosphoribosyltransferase
IJOGNDPK_03340	gene	807				
IJOGNDPK_03340	CDS	807				hypothetical protein
IJOGNDPK_03341	gene	942				
IJOGNDPK_03341	CDS	942				hypothetical protein
IJOGNDPK_03342	gene	2163	susB_2			
IJOGNDPK_03342	CDS	2163	susB_2	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
IJOGNDPK_03343	gene	378	crcB			
IJOGNDPK_03343	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
IJOGNDPK_03344	gene	669	mfpA			
IJOGNDPK_03344	CDS	669	mfpA		COG1357	Pentapeptide repeat protein MfpA
IJOGNDPK_03345	gene	1296	eno			
IJOGNDPK_03345	CDS	1296	eno	4.2.1.11	COG0148	Enolase
IJOGNDPK_03346	gene	2244				
IJOGNDPK_03346	CDS	2244		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
IJOGNDPK_03347	gene	1290				
IJOGNDPK_03347	CDS	1290				hypothetical protein
IJOGNDPK_03348	gene	492				
IJOGNDPK_03348	CDS	492				hypothetical protein
IJOGNDPK_03349	gene	1362				
IJOGNDPK_03349	CDS	1362				hypothetical protein
IJOGNDPK_03350	gene	1374				
IJOGNDPK_03350	CDS	1374				hypothetical protein
IJOGNDPK_03351	gene	1590				
IJOGNDPK_03351	CDS	1590				SusD-like protein P2
IJOGNDPK_03352	gene	3204				
IJOGNDPK_03352	CDS	3204				TonB-dependent receptor P3
IJOGNDPK_03353	gene	2898				
IJOGNDPK_03353	CDS	2898				hypothetical protein
IJOGNDPK_03354	gene	75				
IJOGNDPK_03354	tRNA	75				tRNA-Thr(tgt)
IJOGNDPK_03355	gene	546				
IJOGNDPK_03355	CDS	546				hypothetical protein
IJOGNDPK_03356	gene	954	rgtE			
IJOGNDPK_03356	CDS	954	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
IJOGNDPK_03357	gene	486				
IJOGNDPK_03357	CDS	486				hypothetical protein
IJOGNDPK_03358	gene	768				
IJOGNDPK_03358	CDS	768				hypothetical protein
IJOGNDPK_03359	gene	579	mntP			
IJOGNDPK_03359	CDS	579	mntP		COG1971	putative manganese efflux pump MntP
IJOGNDPK_03360	gene	1017	apbE			
IJOGNDPK_03360	CDS	1017	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
IJOGNDPK_03361	gene	369				
IJOGNDPK_03361	CDS	369				hypothetical protein
IJOGNDPK_03362	gene	750	ttcA			
IJOGNDPK_03362	CDS	750	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
IJOGNDPK_03363	gene	1431				
IJOGNDPK_03363	CDS	1431				hypothetical protein
IJOGNDPK_03364	gene	471				
IJOGNDPK_03364	CDS	471				hypothetical protein
IJOGNDPK_03365	gene	1002				
IJOGNDPK_03365	CDS	1002				hypothetical protein
IJOGNDPK_03366	gene	879	deoD			
IJOGNDPK_03366	CDS	879	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
IJOGNDPK_03367	gene	237				
IJOGNDPK_03367	CDS	237				hypothetical protein
IJOGNDPK_03368	gene	234				
IJOGNDPK_03368	CDS	234				hypothetical protein
IJOGNDPK_03369	gene	1395	mnmE			
IJOGNDPK_03369	CDS	1395	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
IJOGNDPK_03370	gene	903				
IJOGNDPK_03370	CDS	903				hypothetical protein
IJOGNDPK_03371	gene	1107	xerC_27			
IJOGNDPK_03371	CDS	1107	xerC_27			Tyrosine recombinase XerC
IJOGNDPK_03372	gene	366				
IJOGNDPK_03372	CDS	366				hypothetical protein
IJOGNDPK_03373	gene	882				
IJOGNDPK_03373	CDS	882				hypothetical protein
IJOGNDPK_03374	gene	858				
IJOGNDPK_03374	CDS	858				hypothetical protein
IJOGNDPK_03375	gene	216				
IJOGNDPK_03375	CDS	216				hypothetical protein
IJOGNDPK_03376	gene	366				
IJOGNDPK_03376	CDS	366				hypothetical protein
IJOGNDPK_03377	gene	1377				
IJOGNDPK_03377	CDS	1377				hypothetical protein
IJOGNDPK_03378	gene	1080				
IJOGNDPK_03378	CDS	1080				hypothetical protein
IJOGNDPK_03379	gene	309				
IJOGNDPK_03379	CDS	309				hypothetical protein
IJOGNDPK_03380	gene	942				
IJOGNDPK_03380	CDS	942				hypothetical protein
IJOGNDPK_03381	gene	399				
IJOGNDPK_03381	CDS	399				hypothetical protein
IJOGNDPK_03382	gene	798				
IJOGNDPK_03382	CDS	798				hypothetical protein
IJOGNDPK_03383	gene	993	xerD_3			
IJOGNDPK_03383	CDS	993	xerD_3		COG4974	Tyrosine recombinase XerD
IJOGNDPK_03384	gene	882				
IJOGNDPK_03384	CDS	882				hypothetical protein
IJOGNDPK_03385	gene	609				
IJOGNDPK_03385	CDS	609				hypothetical protein
IJOGNDPK_03386	gene	1287				
IJOGNDPK_03386	CDS	1287				hypothetical protein
IJOGNDPK_03387	gene	303				
IJOGNDPK_03387	CDS	303				hypothetical protein
IJOGNDPK_03388	gene	1002				
IJOGNDPK_03388	CDS	1002				hypothetical protein
IJOGNDPK_03389	gene	1662				
IJOGNDPK_03389	CDS	1662				hypothetical protein
IJOGNDPK_03390	gene	3231				
IJOGNDPK_03390	CDS	3231				hypothetical protein
IJOGNDPK_03391	gene	204				
IJOGNDPK_03391	CDS	204				hypothetical protein
IJOGNDPK_03392	gene	1050				
IJOGNDPK_03392	CDS	1050				hypothetical protein
IJOGNDPK_03393	gene	1296				
IJOGNDPK_03393	CDS	1296				hypothetical protein
IJOGNDPK_03394	gene	1137				
IJOGNDPK_03394	CDS	1137				hypothetical protein
IJOGNDPK_03395	gene	2130				
IJOGNDPK_03395	CDS	2130				hypothetical protein
IJOGNDPK_03396	gene	276				
IJOGNDPK_03396	CDS	276				hypothetical protein
IJOGNDPK_03397	gene	117				
IJOGNDPK_03397	CDS	117				hypothetical protein
IJOGNDPK_03398	gene	900				
IJOGNDPK_03398	CDS	900				hypothetical protein
IJOGNDPK_03399	gene	339	hipA			
IJOGNDPK_03399	CDS	339	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
IJOGNDPK_03400	gene	207				
IJOGNDPK_03400	CDS	207				hypothetical protein
IJOGNDPK_03401	gene	222				
IJOGNDPK_03401	CDS	222				hypothetical protein
IJOGNDPK_03402	gene	138				
IJOGNDPK_03402	CDS	138				hypothetical protein
IJOGNDPK_03403	gene	1359				
IJOGNDPK_03403	CDS	1359				hypothetical protein
IJOGNDPK_03404	gene	453				
IJOGNDPK_03404	CDS	453				hypothetical protein
IJOGNDPK_03405	gene	423				
IJOGNDPK_03405	CDS	423				hypothetical protein
IJOGNDPK_03406	gene	387				
IJOGNDPK_03406	CDS	387				hypothetical protein
IJOGNDPK_03407	gene	417				
IJOGNDPK_03407	CDS	417				hypothetical protein
IJOGNDPK_03408	gene	1341				
IJOGNDPK_03408	CDS	1341				hypothetical protein
IJOGNDPK_03409	gene	366	blaI			
IJOGNDPK_03409	CDS	366	blaI		COG3682	Penicillinase repressor
IJOGNDPK_03410	gene	366				
IJOGNDPK_03410	CDS	366				hypothetical protein
IJOGNDPK_03411	gene	1215				
IJOGNDPK_03411	CDS	1215				hypothetical protein
IJOGNDPK_03412	gene	813	rsxB_4			
IJOGNDPK_03412	CDS	813	rsxB_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
IJOGNDPK_03413	gene	630				
IJOGNDPK_03413	CDS	630				hypothetical protein
IJOGNDPK_03414	gene	603				
IJOGNDPK_03414	CDS	603				hypothetical protein
IJOGNDPK_03415	gene	801				
IJOGNDPK_03415	CDS	801				hypothetical protein
IJOGNDPK_03416	gene	420				
IJOGNDPK_03416	CDS	420				hypothetical protein
IJOGNDPK_03417	gene	681				
IJOGNDPK_03417	CDS	681				hypothetical protein
IJOGNDPK_03418	gene	450				
IJOGNDPK_03418	CDS	450				hypothetical protein
IJOGNDPK_03419	gene	603				
IJOGNDPK_03419	CDS	603				hypothetical protein
IJOGNDPK_03420	gene	648				
IJOGNDPK_03420	CDS	648				hypothetical protein
IJOGNDPK_03421	gene	1785				
IJOGNDPK_03421	CDS	1785				hypothetical protein
